timestamp,z_window,person,device
0 days 00:00:06.492000,0.28533758691739997,6,watch
0 days 00:00:06.495000,0.24010833191740003,6,watch
0 days 00:00:06.533000,0.2154300845174,6,watch
0 days 00:00:06.533000,0.18991092411740002,6,watch
0 days 00:00:06.576000,0.16721749411740003,6,watch
0 days 00:00:06.577000,0.14452406411740004,6,watch
0 days 00:00:06.624000,0.17700795511740006,6,watch
0 days 00:00:06.627000,0.20949184611740002,6,watch
0 days 00:00:06.664000,0.19650472491740004,6,watch
0 days 00:00:06.675000,0.1835176037174,6,watch
0 days 00:00:06.708000,0.17115565631739998,6,watch
0 days 00:00:06.712000,0.15879370891739997,6,watch
0 days 00:00:06.763000,0.17346331641739998,6,watch
0 days 00:00:06.764000,0.18813292391739997,6,watch
0 days 00:00:06.789000,0.17441342961739997,6,watch
0 days 00:00:06.790000,0.16069393531739998,6,watch
0 days 00:00:06.831000,0.12861522531740002,6,watch
0 days 00:00:06.833000,0.09653651531740003,6,watch
0 days 00:00:06.895000,0.03770483491740001,6,watch
0 days 00:00:06.895000,-0.021126845482599976,6,watch
0 days 00:00:06.973000,-0.020431481482599975,6,watch
0 days 00:00:07.035000,-0.019736117482599975,6,watch
0 days 00:00:07.039000,-0.09222763448259999,6,watch
0 days 00:00:07.045000,-0.14112654948259998,6,watch
0 days 00:00:07.049000,-0.1080679474826,6,watch
0 days 00:00:07.054000,-0.027952335482600007,6,watch
0 days 00:00:07.061000,0.0362007303487,6,watch
0 days 00:00:07.085000,0.06894249617999999,6,watch
0 days 00:00:07.087000,0.12069031618,6,watch
0 days 00:00:07.129000,0.15635241818,6,watch
0 days 00:00:07.130000,0.18301826217999997,6,watch
0 days 00:00:07.184000,0.21361090618000003,6,watch
0 days 00:00:07.187000,0.25427791118000004,6,watch
0 days 00:00:07.214000,0.26003434818,6,watch
0 days 00:00:07.215000,0.27595472717999997,6,watch
0 days 00:00:07.261000,0.29277193218,6,watch
0 days 00:00:07.262000,0.27245847617999996,6,watch
0 days 00:00:07.299000,0.25099191838,6,watch
0 days 00:00:07.300000,0.22288731637999995,6,watch
0 days 00:00:07.365000,0.20991746687999996,6,watch
0 days 00:00:07.374000,0.19694761737999997,6,watch
0 days 00:00:07.392000,0.17643448258,6,watch
0 days 00:00:07.396000,0.14827404357999993,6,watch
0 days 00:00:07.428000,0.12026873957999996,6,watch
0 days 00:00:07.431000,0.08415152958,6,watch
0 days 00:00:07.470000,0.04826042257999999,6,watch
0 days 00:00:07.471000,0.024882233579999982,6,watch
0 days 00:00:07.520000,0.0072581445799999875,6,watch
0 days 00:00:07.525000,0.01996540657999999,6,watch
0 days 00:00:07.558000,0.02072246958,6,watch
0 days 00:00:07.565000,0.021479532579999995,6,watch
0 days 00:00:07.603000,0.018843847979999998,6,watch
0 days 00:00:07.607000,0.016208163380000005,6,watch
0 days 00:00:07.644000,-0.008183888419999992,6,watch
0 days 00:00:07.652000,-0.03257594021999999,6,watch
0 days 00:00:07.685000,-0.039658589819999986,6,watch
0 days 00:00:07.689000,-0.04674123941999999,6,watch
0 days 00:00:07.731000,-0.029765925419999985,6,watch
0 days 00:00:07.735000,-0.012790611420000007,6,watch
0 days 00:00:07.768000,-2.2324619999984917e-05,6,watch
0 days 00:00:07.769000,0.01274596218000002,6,watch
0 days 00:00:07.811000,0.03428354478000001,6,watch
0 days 00:00:07.812000,0.05582112738,6,watch
0 days 00:00:07.855000,0.061618147240000004,6,watch
0 days 00:00:07.859000,0.06741516710000002,6,watch
0 days 00:00:07.899000,0.06250657979999999,6,watch
0 days 00:00:07.899000,0.057597992500000014,6,watch
0 days 00:00:07.947000,0.05918786032,6,watch
0 days 00:00:07.950000,0.060777728140000015,6,watch
0 days 00:00:08.051000,0.05840170164,6,watch
0 days 00:00:08.055000,0.05602567514000002,6,watch
0 days 00:00:08.074000,0.04837294164000003,6,watch
0 days 00:00:08.077000,0.04072020814000003,6,watch
0 days 00:00:08.083000,0.03034035834000003,6,watch
0 days 00:00:08.085000,0.01996050854000003,6,watch
0 days 00:00:08.108000,0.014976472540000023,6,watch
0 days 00:00:08.109000,0.00999243654000002,6,watch
0 days 00:00:08.157000,0.006294268870000017,6,watch
0 days 00:00:08.160000,0.002596101200000001,6,watch
0 days 00:00:08.197000,-0.012056505800000011,6,watch
0 days 00:00:08.201000,-0.02670911280000002,6,watch
0 days 00:00:08.241000,-0.04310552360000001,6,watch
0 days 00:00:08.245000,-0.05950193440000001,6,watch
0 days 00:00:08.283000,-0.07792903460000002,6,watch
0 days 00:00:08.286000,-0.09635613480000002,6,watch
0 days 00:00:08.327000,-0.11629566080000002,6,watch
0 days 00:00:08.331000,-0.1362351868,6,watch
0 days 00:00:08.371000,-0.16572752640000002,6,watch
0 days 00:00:08.376000,-0.19521986600000002,6,watch
0 days 00:00:08.405000,-0.20402479400000004,6,watch
0 days 00:00:08.407000,-0.21282972200000003,6,watch
0 days 00:00:08.449000,-0.1798343637,6,watch
0 days 00:00:08.451000,-0.14683900540000003,6,watch
0 days 00:00:08.494000,-0.10813810439999999,6,watch
0 days 00:00:08.496000,-0.06943720340000002,6,watch
0 days 00:00:08.543000,-0.05069847740000001,6,watch
0 days 00:00:08.550000,-0.0319597514,6,watch
0 days 00:00:08.579000,-0.009058570000000014,6,watch
0 days 00:00:08.583000,0.013842611399999977,6,watch
0 days 00:00:08.626000,0.048986036149999995,6,watch
0 days 00:00:08.628000,0.0607719119,6,watch
0 days 00:00:08.662000,0.06985208370000001,6,watch
0 days 00:00:08.665000,0.0583812479,6,watch
0 days 00:00:08.709000,0.046529754300000004,6,watch
0 days 00:00:08.712000,0.02469566330000001,6,watch
0 days 00:00:08.827000,0.0033243938999999944,6,watch
0 days 00:00:08.859000,-0.009716669500000013,6,watch
0 days 00:00:08.863000,-0.020738635100000017,6,watch
0 days 00:00:08.867000,-0.024211656500000015,6,watch
0 days 00:00:08.879000,-0.02621882210000001,6,watch
0 days 00:00:08.881000,-0.020497908700000008,6,watch
0 days 00:00:08.882000,-0.014776995300000016,6,watch
0 days 00:00:08.916000,-0.0063975550000000166,6,watch
0 days 00:00:08.917000,0.001981885300000008,6,watch
0 days 00:00:08.970000,0.010115747879999993,6,watch
0 days 00:00:08.973000,0.01824961045999999,6,watch
0 days 00:00:09.014000,0.03431573569999999,6,watch
0 days 00:00:09.022000,0.05038186094000001,6,watch
0 days 00:00:09.049000,0.05900216353999999,6,watch
0 days 00:00:09.091000,0.06828087814,6,watch
0 days 00:00:09.100000,0.08000828433999997,6,watch
0 days 00:00:09.128000,0.08973728747999996,6,watch
0 days 00:00:09.130000,0.09609097561999995,6,watch
0 days 00:00:09.173000,0.07869029832999998,6,watch
0 days 00:00:09.175000,0.061289621039999985,6,watch
0 days 00:00:09.221000,-0.004073204500000009,6,watch
0 days 00:00:09.226000,-0.06943603004000001,6,watch
0 days 00:00:09.261000,-0.10333100388999998,6,watch
0 days 00:00:09.265000,-0.13722597773999998,6,watch
0 days 00:00:09.300000,-0.15558979284000002,6,watch
0 days 00:00:09.303000,-0.17395360793999995,6,watch
0 days 00:00:09.340000,-0.19610109553999996,6,watch
0 days 00:00:09.341000,-0.21824858314,6,watch
0 days 00:00:09.390000,-0.20494587094000002,6,watch
0 days 00:00:09.395000,-0.19164315874000007,6,watch
0 days 00:00:09.455000,-0.17891311029000007,6,watch
0 days 00:00:09.459000,-0.1661830618400001,6,watch
0 days 00:00:09.477000,-0.14521680428000003,6,watch
0 days 00:00:09.513000,-0.12317330243000002,6,watch
0 days 00:00:09.516000,-0.10550277258000001,6,watch
0 days 00:00:09.554000,-0.08843870092,6,watch
0 days 00:00:09.555000,-0.06795508026,6,watch
0 days 00:00:09.597000,-0.04705890009,6,watch
0 days 00:00:09.599000,-0.026317854919999998,6,watch
0 days 00:00:09.642000,-0.00520030392,6,watch
0 days 00:00:09.646000,0.01569114407999999,6,watch
0 days 00:00:09.692000,0.03579075034999999,6,watch
0 days 00:00:09.712000,0.05013625661999998,6,watch
0 days 00:00:09.726000,0.06393859171999998,6,watch
0 days 00:00:09.729000,0.06689597481999997,6,watch
0 days 00:00:09.770000,0.06919285141999997,6,watch
0 days 00:00:09.773000,0.06966120351999996,6,watch
0 days 00:00:09.809000,0.07042456521999997,6,watch
0 days 00:00:09.811000,0.09115650641999995,6,watch
0 days 00:00:09.855000,0.11139831271999996,6,watch
0 days 00:00:09.858000,0.11837865901999996,6,watch
0 days 00:00:09.904000,0.12589438136999997,6,watch
0 days 00:00:09.914000,0.11002131971999997,6,watch
0 days 00:00:09.941000,0.09427949558,6,watch
0 days 00:00:09.944000,0.07760846143999997,6,watch
0 days 00:00:09.985000,0.06026680947999998,6,watch
0 days 00:00:09.986000,0.03641760752,6,watch
0 days 00:00:10.024000,0.013079166119999994,6,watch
0 days 00:00:10.026000,0.006375485720000001,6,watch
0 days 00:00:10.071000,-0.000563430380000005,6,watch
0 days 00:00:10.073000,0.00022742611999999773,6,watch
0 days 00:00:10.121000,0.001573460539999999,6,watch
0 days 00:00:10.127000,-0.00010470284000000024,6,watch
0 days 00:00:10.156000,-0.0022092730800000048,6,watch
0 days 00:00:10.159000,-0.0019805438200000015,6,watch
0 days 00:00:10.195000,-0.0012411767999999956,6,watch
0 days 00:00:10.196000,-0.0001748675800000049,6,watch
0 days 00:00:10.239000,0.00100654894,6,watch
0 days 00:00:10.239000,0.0021746697599999932,6,watch
0 days 00:00:10.283000,0.0032944285600000033,6,watch
0 days 00:00:10.284000,0.007129323559999989,6,watch
0 days 00:00:10.329000,0.010509014309999993,6,watch
0 days 00:00:10.333000,0.01412710775999999,6,watch
0 days 00:00:10.370000,0.017476243599999993,6,watch
0 days 00:00:10.373000,0.02456750073999999,6,watch
0 days 00:00:10.409000,0.03192470783999999,6,watch
0 days 00:00:10.409000,0.04404527393999997,6,watch
0 days 00:00:10.453000,0.05650758683999998,6,watch
0 days 00:00:10.453000,0.06567326423999999,6,watch
0 days 00:00:10.507000,0.07478960093999998,6,watch
0 days 00:00:10.526000,0.08668025413999995,6,watch
0 days 00:00:10.572000,0.09865125438999994,6,watch
