timestamp,y_window,person,device
0 days 00:00:39.514000,-0.14327651395199997,8,glass
0 days 00:00:39.708000,-0.13199832795199998,8,glass
0 days 00:00:39.904000,-0.13277644347499998,8,glass
0 days 00:00:40.098000,-0.13084462193699997,8,glass
0 days 00:00:40.280000,-0.12743138828699999,8,glass
0 days 00:00:40.506000,-0.088304146737,8,glass
0 days 00:00:40.700000,-0.11193641273699999,8,glass
0 days 00:00:40.913000,-0.10932373973699999,8,glass
0 days 00:00:41.107000,-0.09980379533699997,8,glass
0 days 00:00:41.302000,-0.089809499337,8,glass
0 days 00:00:41.496000,-0.09912294383699999,8,glass
0 days 00:00:41.691000,-0.09933842198699999,8,glass
0 days 00:00:41.877000,-0.08807519973699998,8,glass
0 days 00:00:42.076000,-0.08455273051699999,8,glass
0 days 00:00:42.284000,-0.08958653949699999,8,glass
0 days 00:00:42.478000,-0.08905233321699998,8,glass
0 days 00:00:42.675000,-0.088742583357,8,glass
0 days 00:00:42.885000,-0.086713497357,8,glass
0 days 00:00:43.080000,-0.090949737957,8,glass
0 days 00:00:43.274000,-0.08474426615699998,8,glass
0 days 00:00:43.474000,-0.08312668369700002,8,glass
0 days 00:00:43.681000,-0.083012959097,8,glass
0 days 00:00:43.875000,-0.085987754757,8,glass
0 days 00:00:44.073000,-0.08776544946700002,8,glass
0 days 00:00:44.284000,-0.092844149867,8,glass
0 days 00:00:44.478000,-0.094009826767,8,glass
0 days 00:00:44.674000,-0.092540385467,8,glass
0 days 00:00:44.872000,-0.08696339196700001,8,glass
0 days 00:00:45.080000,-0.08834753983699999,8,glass
0 days 00:00:45.275000,-0.091076929787,8,glass
0 days 00:00:45.471000,-0.089779571687,8,glass
0 days 00:00:45.692000,-0.088503162987,8,glass
0 days 00:00:45.887000,-0.089770593687,8,glass
0 days 00:00:46.099000,-0.087178870187,8,glass
0 days 00:00:46.272000,-0.09174431348699999,8,glass
0 days 00:00:46.472000,-0.09443479768699997,8,glass
0 days 00:00:46.671000,-0.087837275487,8,glass
0 days 00:00:46.878000,-0.09314043264699999,8,glass
0 days 00:00:47.090000,-0.095796500247,8,glass
0 days 00:00:47.303000,-0.09901520524699998,8,glass
0 days 00:00:47.469000,-0.10102783104699999,8,glass
0 days 00:00:47.674000,-0.09843461136699996,8,glass
0 days 00:00:47.887000,-0.096052380727,8,glass
0 days 00:00:48.099000,-0.10110863526700004,8,glass
0 days 00:00:48.269000,-0.09500042826700002,8,glass
0 days 00:00:48.471000,-0.09176077416700001,8,glass
0 days 00:00:48.683000,-0.09582942066700002,8,glass
0 days 00:00:48.879000,-0.09623942756700003,8,glass
0 days 00:00:49.089000,-0.08992322416700003,8,glass
0 days 00:00:49.268000,-0.09248053086700002,8,glass
0 days 00:00:49.466000,-0.09650727866700003,8,glass
0 days 00:00:49.675000,-0.09839271246700002,8,glass
0 days 00:00:49.886000,-0.094553011367,8,glass
0 days 00:00:50.099000,-0.08619575086699999,8,glass
0 days 00:00:50.265000,-0.095203934367,8,glass
0 days 00:00:50.470000,-0.09228749746700002,8,glass
0 days 00:00:50.684000,-0.079629652467,8,glass
0 days 00:00:50.896000,-0.072840594267,8,glass
0 days 00:00:51.064000,-0.06764218426700001,8,glass
0 days 00:00:51.267000,-0.07353491336700001,8,glass
0 days 00:00:51.479000,-0.070619972807,8,glass
0 days 00:00:51.692000,-0.075903676607,8,glass
0 days 00:00:51.864000,-0.081365449607,8,glass
0 days 00:00:52.063000,-0.085112375207,8,glass
0 days 00:00:52.276000,-0.08517223016699998,8,glass
0 days 00:00:52.488000,-0.087328508067,8,glass
0 days 00:00:52.663000,-0.07963264616700001,8,glass
0 days 00:00:52.861000,-0.078615110407,8,glass
0 days 00:00:53.096000,-0.075243775107,8,glass
0 days 00:00:53.263000,-0.07849689650700001,8,glass
0 days 00:00:53.461000,-0.079491986547,8,glass
0 days 00:00:53.692000,-0.091326824747,8,glass
0 days 00:00:53.887000,-0.09917531744700002,8,glass
0 days 00:00:54.061000,-0.110025540807,8,glass
0 days 00:00:54.261000,-0.096679362827,8,glass
0 days 00:00:54.488000,-0.085694466527,8,glass
0 days 00:00:54.684000,-0.09156026022700002,8,glass
0 days 00:00:54.859000,-0.072849573907,8,glass
0 days 00:00:55.090000,-0.06508487840700002,8,glass
0 days 00:00:55.260000,-0.074904098407,8,glass
0 days 00:00:55.480000,-0.07395689231699999,8,glass
0 days 00:00:55.692000,-0.079240595997,8,glass
0 days 00:00:55.856000,-0.081416326497,8,glass
0 days 00:00:56.065000,-0.08798990629699997,8,glass
0 days 00:00:56.277000,-0.08065317422699998,8,glass
0 days 00:00:56.490000,-0.07208492482699999,8,glass
0 days 00:00:56.655000,-0.09686641012699998,8,glass
0 days 00:00:56.861000,-0.07937975955699997,8,glass
0 days 00:00:57.073000,-0.07203704215699999,8,glass
0 days 00:00:57.285000,-0.087130986907,8,glass
0 days 00:00:57.455000,-0.073231149907,8,glass
0 days 00:00:57.657000,-0.066807207807,8,glass
0 days 00:00:57.870000,-0.081790420962,8,glass
0 days 00:00:58.082000,-0.073437649862,8,glass
0 days 00:00:58.254000,-0.084895401662,8,glass
0 days 00:00:58.453000,-0.09894786986199999,8,glass
0 days 00:00:58.683000,-0.099220210302,8,glass
0 days 00:00:58.860000,-0.10587609070199999,8,glass
0 days 00:00:59.055000,-0.11781567510199999,8,glass
0 days 00:00:59.251000,-0.121592528202,8,glass
0 days 00:00:59.465000,-0.10679187210199999,8,glass
0 days 00:00:59.675000,-0.10014945860199997,8,glass
0 days 00:00:59.852000,-0.11697620694199999,8,glass
0 days 00:01:00.086000,-0.09425972378000001,8,glass
0 days 00:01:00.251000,-0.11111191123,8,glass
0 days 00:01:00.454000,-0.10837204678000001,8,glass
0 days 00:01:00.683000,-0.1073575038,8,glass
0 days 00:01:00.882000,-0.0940756698,8,glass
0 days 00:01:01.077000,-0.0675164902,8,glass
0 days 00:01:01.249000,-0.08347683719999999,8,glass
0 days 00:01:01.480000,-0.06407332869999999,8,glass
0 days 00:01:01.675000,-0.06540659978,8,glass
0 days 00:01:01.848000,-0.08607753703,8,glass
0 days 00:01:02.073000,-0.07747337455,8,glass
0 days 00:01:02.267000,-0.08174852086999998,8,glass
0 days 00:01:02.462000,-0.09869647587,8,glass
0 days 00:01:02.656000,-0.09706093689,8,glass
0 days 00:01:02.851000,-0.10382455669,8,glass
0 days 00:01:03.045000,-0.11184513209000002,8,glass
0 days 00:01:03.244000,-0.11251550849000001,8,glass
0 days 00:01:03.453000,-0.11328015665000002,8,glass
0 days 00:01:03.647000,-0.11662006804999998,8,glass
0 days 00:01:03.843000,-0.12677746888999997,8,glass
0 days 00:01:04.043000,-0.10964994918999997,8,glass
0 days 00:01:04.250000,-0.10891373218999996,8,glass
0 days 00:01:04.444000,-0.12604873509,8,glass
0 days 00:01:04.656000,-0.11148749918999998,8,glass
0 days 00:01:04.851000,-0.10867281569000001,8,glass
0 days 00:01:05.046000,-0.11712434778999997,8,glass
0 days 00:01:05.240000,-0.10259154358999999,8,glass
0 days 00:01:05.441000,-0.10335619168999999,8,glass
0 days 00:01:05.666000,-0.12159851219000001,8,glass
0 days 00:01:05.869000,-0.09532065099,8,glass
0 days 00:01:06.042000,-0.09593566169,8,glass
0 days 00:01:06.254000,-0.11397297969,8,glass
0 days 00:01:06.454000,-0.10010755918999999,8,glass
0 days 00:01:06.667000,-0.09909301639000001,8,glass
