timestamp,x_window,y_window,z_window,device,person
0 days 00:00:19.722000,0.09448118234000007,-0.3829016786750001,0.031693243954,Glass,3
0 days 00:00:19.932000,0.09613168519000005,-0.39286305437500013,0.040062475254,Glass,3
0 days 00:00:20.145000,0.09889249899000005,-0.3955685022550001,0.041623195460000026,Glass,3
0 days 00:00:20.318000,0.10039934969000006,-0.40832211525500006,0.04583699062,Glass,3
0 days 00:00:20.528000,0.10380360529000003,-0.40148666915500003,0.045371617579999995,Glass,3
0 days 00:00:20.740000,0.10564714059000008,-0.39622391445500005,0.04800224663999998,Glass,3
0 days 00:00:20.912000,0.10670507849000004,-0.3961700448550001,0.04847061234,Glass,3
0 days 00:00:21.123000,0.10587159700000003,-0.3926745102550001,0.05288492173999997,Glass,3
0 days 00:00:21.335000,0.10301351874,-0.39563134925500004,0.06121674363999999,Glass,3
0 days 00:00:21.510000,0.10694749124000005,-0.404105327055,0.07297227363999997,Glass,3
0 days 00:00:21.719000,0.11655272944000003,-0.39587525861500006,0.11406575344000001,Glass,3
0 days 00:00:21.930000,0.10562020594000003,-0.383949141615,0.07994688314000001,Glass,3
0 days 00:00:22.142000,0.10570549934000004,-0.378026485015,0.07593958799,Glass,3
0 days 00:00:22.315000,0.11068843154000005,-0.405455059015,0.09048286675000002,Glass,3
0 days 00:00:22.527000,0.11859528246000003,-0.41574862971500004,0.10772411175000002,Glass,3
0 days 00:00:22.726000,0.12523769566000004,-0.417791183085,0.11126603375,Glass,3
0 days 00:00:22.917000,0.12992733816000004,-0.4173901542850001,0.11088445775,Glass,3
0 days 00:00:23.109000,0.13555520836000004,-0.42042779776500006,0.12181099584999998,Glass,3
0 days 00:00:23.308000,0.14508712386000003,-0.41844509956500014,0.12098499635,Glass,3
0 days 00:00:23.506000,0.14578742786,-0.40540717456500014,0.1227761585,Glass,3
0 days 00:00:23.725000,0.09683946916000004,-0.392755315965,0.13571981154999999,Glass,3
0 days 00:00:23.948000,0.11823166226000004,-0.3871768262350001,0.13209109973999997,Glass,3
0 days 00:00:24.129000,0.11608885164000006,-0.38548143229500004,0.12791770703999997,Glass,3
0 days 00:00:24.354000,0.08301894144000004,-0.380098967695,0.13922432558999995,Glass,3
0 days 00:00:24.508000,0.05455338004000003,-0.364729689495,0.12033108166999996,Glass,3
0 days 00:00:24.735000,0.056001872099999996,-0.349999363045,0.12727426606999998,Glass,3
0 days 00:00:24.908000,0.08624961839999999,-0.35990986214500004,0.09938181606999998,Glass,3
0 days 00:00:25.139000,0.013545192000000001,-0.33930027479499997,0.11227908131999996,Glass,3
0 days 00:00:25.314000,0.0465328025,-0.3422780631249999,0.12119448911999996,Glass,3
0 days 00:00:25.523000,0.03500322499999999,-0.351603478825,0.11383082241999996,Glass,3
0 days 00:00:25.735000,0.04286817779999998,-0.3696348098250001,0.11275492805999997,Glass,3
0 days 00:00:25.907000,0.05815515559999999,-0.360747832325,0.10247332826,Glass,3
0 days 00:00:26.119000,0.06939742879999998,-0.351199456325,0.10661529715999998,Glass,3
0 days 00:00:26.331000,0.07168239499999998,-0.33270125472500006,0.12031162755999997,Glass,3
0 days 00:00:26.505000,0.07334935769999998,-0.32802807217499996,0.10963498405999995,Glass,3
