timestamp,device,x_window,y_window,z_window,person
0 days 00:00:02.108000,Watch,0.08955580582800002,-0.005868521950000007,0.11754881367999997,7
0 days 00:00:02.110000,Watch,0.09496210094800002,-0.05145132308,0.14255523218,7
0 days 00:00:02.152000,Watch,0.09655962324800002,-0.09636438082,0.16433320568000004,7
0 days 00:00:02.155000,Watch,0.09836239414800003,-0.12677926456000002,0.18351147218000002,7
0 days 00:00:02.193000,Watch,0.09977298554800004,-0.15616866556000003,0.20003867672000006,7
0 days 00:00:02.194000,Watch,0.09769052594800004,-0.17397991955999995,0.20542304566000005,7
0 days 00:00:02.248000,Watch,0.09511434674800004,-0.1932321874012,0.21269374426,7
0 days 00:00:02.250000,Watch,0.09372150244800002,-0.20627820924239998,0.22231139746,7
0 days 00:00:02.290000,Watch,0.08845135454800004,-0.2193641006324,0.23397954576,7
0 days 00:00:02.292000,Watch,0.076122111148,-0.2286272555224,0.24898059005999998,7
0 days 00:00:02.324000,Watch,0.06091478654800002,-0.2382802137624,0.26547632805999993,7
0 days 00:00:02.365000,Watch,0.047530114248000015,-0.2417167546224,0.27288165655999996,7
0 days 00:00:02.368000,Watch,0.03414544194800001,-0.2451532954824,0.28028698506,7
0 days 00:00:02.406000,Watch,0.022258870048000024,-0.2455984778424,0.28651914186000005,7
0 days 00:00:02.409000,Watch,0.01037229814800002,-0.2460436602024,0.29275129866000005,7
0 days 00:00:02.450000,Watch,-0.003252955661999984,-0.24563806940240002,0.30083854746000005,7
0 days 00:00:02.450000,Watch,-0.016878209471999993,-0.24523247860240005,0.30892579626000005,7
0 days 00:00:02.509000,Watch,-0.00880864595199999,-0.24135416309240007,0.27928245136,7
0 days 00:00:02.512000,Watch,-0.0007390824319999912,-0.23747584758240003,0.24963910645999998,7
0 days 00:00:02.534000,Watch,-0.01685923203199999,-0.23156804148240004,0.25877654196,7
0 days 00:00:02.584000,Watch,-0.037323060532000005,-0.2256602404324,0.27015059172,7
0 days 00:00:02.590000,Watch,-0.047572719032000006,-0.2196503529824,0.28479856647999996,7
0 days 00:00:02.628000,Watch,-0.056340694321,-0.21234111678239997,0.29797914164,7
0 days 00:00:02.631000,Watch,-0.06623635660999999,-0.20776035258239997,0.2943116918,7
0 days 00:00:02.664000,Watch,-0.07948537560999999,-0.20522498078239995,0.2934389558,7
0 days 00:00:02.671000,Watch,-0.09922223161,-0.20827349608239995,0.24723937680000002,7
0 days 00:00:02.707000,Watch,-0.11850477561000002,-0.2090081173224,0.19649890630000005,7
0 days 00:00:02.708000,Watch,-0.13130850891,-0.22347365046239998,0.22936526480000005,7
0 days 00:00:02.747000,Watch,-0.14706527721,-0.2416404162624,0.27478746080000005,7
0 days 00:00:02.748000,Watch,-0.13915316121000004,-0.2511510170624,0.2943396818000001,7
0 days 00:00:02.791000,Watch,-0.11801475871000001,-0.2550252414624,0.3019730625,7
0 days 00:00:02.793000,Watch,-0.09732996121,-0.25483237126240005,0.3191637522,7
0 days 00:00:02.840000,Watch,-0.044700615209999996,-0.2611893514624,0.3703548102,7
0 days 00:00:02.848000,Watch,-0.004281533109999991,-0.25824115726240005,0.40994578919999997,7
0 days 00:00:02.882000,Watch,-0.00271478088,-0.2440287372624,0.4113796005999999,7
0 days 00:00:02.886000,Watch,0.0034942622499999987,-0.23451742866240002,0.4143075523999999,7
0 days 00:00:02.921000,Watch,0.0011309606499999869,-0.2232090720624,0.40273417079999996,7
0 days 00:00:02.925000,Watch,-0.012325616350000002,-0.21493188346240003,0.3099823148,7
0 days 00:00:02.962000,Watch,-0.07240715575000002,-0.23042571786240004,0.2756615788,7
0 days 00:00:02.963000,Watch,-0.11106656275,-0.24638135706240002,0.3039870598,7
0 days 00:00:03.012000,Watch,-0.07707937275000001,-0.25337114956240003,0.2995620392,7
0 days 00:00:03.015000,Watch,-0.03663923075000001,-0.2607843544624,0.31592431060000004,7
0 days 00:00:03.080000,Watch,0.005483483249999994,-0.2608342179624,0.3063834716,7
0 days 00:00:03.084000,Watch,0.03473235925,-0.25119918736239993,0.29603165160000006,7
0 days 00:00:03.102000,Watch,0.038647466249999984,-0.23609817186239998,0.3070694399,7
0 days 00:00:03.139000,Watch,0.03258955229999998,-0.21629250186239993,0.33775245690000005,7
0 days 00:00:03.147000,Watch,0.02653163835,-0.19648683186239996,0.3684354739,7
0 days 00:00:03.174000,Watch,0.029130941449999996,-0.14398311186239998,0.4018787529000001,7
0 days 00:00:03.176000,Watch,0.031730244549999995,-0.09147939186239999,0.4353220319,7
0 days 00:00:03.218000,Watch,0.0037801825499999865,-0.06353285086239999,0.41193124290000005,7
0 days 00:00:03.219000,Watch,-0.02416987944999999,-0.035586309862399995,0.38854045389999997,7
0 days 00:00:03.325000,Watch,-0.039970388650000015,-0.003719444862399979,0.38179200650000006,7
0 days 00:00:03.377000,Watch,-0.05030484434999998,0.02966039013760001,0.3747629785,7
0 days 00:00:03.412000,Watch,-0.049022765049999986,0.05296247113760002,0.38992435950000015,7
0 days 00:00:03.412000,Watch,-0.053206739249999975,0.07475158213760001,0.40536632110000015,7
0 days 00:00:03.417000,Watch,-0.05740291514999999,0.09939094113760003,0.3876973106000002,7
0 days 00:00:03.428000,Watch,-0.06159909104999997,0.12403030013760002,0.3700283001000001,7
0 days 00:00:03.438000,Watch,-0.06953231783399999,0.12904811713760003,0.34556646810000013,7
0 days 00:00:03.442000,Watch,-0.07746554461799997,0.13406593413759998,0.32110463610000006,7
0 days 00:00:03.453000,Watch,-0.10981493311799996,0.1201413651376,0.2824185131,7
0 days 00:00:03.487000,Watch,-0.14334517271799999,0.09399124713759999,0.2540022041,7
0 days 00:00:03.495000,Watch,-0.150096947818,0.05894510953760001,0.24405156609999998,7
0 days 00:00:03.519000,Watch,-0.16464643631799997,0.00918433793760003,0.24799493309999998,7
0 days 00:00:03.528000,Watch,-0.17843580941799997,-0.04139533356239997,0.2646766998,7
0 days 00:00:03.561000,Watch,-0.195980522518,-0.10284078406239999,0.2873692755,7
0 days 00:00:03.566000,Watch,-0.21201381326799995,-0.1612284268924,0.30814067430000003,7
0 days 00:00:03.606000,Watch,-0.22100405201799997,-0.20652482072239997,0.3253838211,7
0 days 00:00:03.611000,Watch,-0.220936562718,-0.24476071172239997,0.3369918017,7
0 days 00:00:03.646000,Watch,-0.219854196018,-0.25573469172240004,0.33780073689999995,7
0 days 00:00:03.649000,Watch,-0.21304122761799998,-0.2696950517224,0.3093225445,7
0 days 00:00:03.685000,Watch,-0.17850241461799998,-0.2344955447224,0.2746343015,7
0 days 00:00:03.688000,Watch,-0.15146466931799998,-0.20579335872239998,0.2760505269,7
0 days 00:00:03.727000,Watch,-0.14648725771799997,-0.11989700472239997,0.2632548062999999,7
0 days 00:00:03.729000,Watch,-0.14708403011799995,-0.03206721736239995,0.25670906629999996,7
0 days 00:00:03.770000,Watch,-0.153734010118,0.0491140276376,0.21936722329999994,7
0 days 00:00:03.771000,Watch,-0.160383990118,0.13029527263760002,0.18202538029999998,7
0 days 00:00:03.826000,Watch,-0.19231272711800002,0.17393774363759998,0.15389803430000001,7
0 days 00:00:03.838000,Watch,-0.22424146411800003,0.2175802146376,0.1257706883,7
0 days 00:00:03.892000,Watch,-0.2825562174180001,0.22343638803760002,0.1001011991,7
