timestamp,device,x_window,y_window,z_window,person
0 days 00:00:19.748000,Glass,0.41673027408299995,-0.19527558338000003,0.499638480546,6
0 days 00:00:19.922000,Glass,0.416625527783,-0.19527408703,0.498582039046,6
0 days 00:00:20.133000,Glass,0.4177552918329999,-0.19653403573000003,0.49818849211599997,6
0 days 00:00:20.344000,Glass,0.419292070053,-0.19603424623000001,0.49818549937099993,6
0 days 00:00:20.519000,Glass,0.4200567182030001,-0.19820848065,0.49817053563099994,6
0 days 00:00:20.727000,Glass,0.422386575703,-0.19764584324100004,0.498490760101,6
0 days 00:00:20.938000,Glass,0.4185139547029999,-0.19964051254100007,0.49613247130099986,6
0 days 00:00:21.150000,Glass,0.4214812683029999,-0.19988591834100006,0.49679536588099993,6
0 days 00:00:21.322000,Glass,0.43594075030299995,-0.18685846774100004,0.49076796308099996,6
0 days 00:00:21.534000,Glass,0.45557619763299995,-0.19867834244100002,0.5088756100809999,6
0 days 00:00:21.746000,Glass,0.482696516333,-0.18375648064100003,0.5197422926809999,6
0 days 00:00:21.918000,Glass,0.474803132963,-0.17189470744100002,0.47190614298100003,6
0 days 00:00:22.145000,Glass,0.45374463246299995,-0.158041257601,0.448900857281,6
0 days 00:00:22.321000,Glass,0.43347322596300003,-0.15660922560100002,0.45842978028100007,6
0 days 00:00:22.521000,Glass,0.42343852756300004,-0.154514299101,0.474295855781,6
0 days 00:00:22.731000,Glass,0.409495295563,-0.164203334201,0.465672240381,6
0 days 00:00:22.924000,Glass,0.3953440665630001,-0.15417761460100002,0.47994766788099996,6
0 days 00:00:23.115000,Glass,0.38610394456300007,-0.09134927160100002,0.47403847868099996,6
0 days 00:00:23.312000,Glass,0.37699101406299995,-0.100785419061,0.46090628278100004,6
0 days 00:00:23.538000,Glass,0.3672855190629999,-0.07826944926100002,0.456952857231,6
0 days 00:00:23.730000,Glass,0.27572076576300003,-0.09160964246100001,0.4606369350309999,6
0 days 00:00:23.923000,Glass,0.243238929363,-0.08664915556100002,0.37798160873099995,6
0 days 00:00:24.121000,Glass,0.23722499436300004,-0.113703635221,0.35734508673099996,6
0 days 00:00:24.325000,Glass,0.22617575326300002,-0.11605145022100004,0.3516543691309999,6
0 days 00:00:24.517000,Glass,0.221092563663,-0.099525472221,0.36915149413099996,6
0 days 00:00:24.721000,Glass,0.226310426963,-0.114695732221,0.34807354113100003,6
0 days 00:00:24.913000,Glass,0.23636607388300004,-0.11662456105099998,0.32721106713100007,6
0 days 00:00:25.123000,Glass,0.114076232283,-0.11612327507100001,0.32193334883100005,6
0 days 00:00:25.335000,Glass,0.135993653283,-0.08552537732100003,0.291377348131,6
0 days 00:00:25.546000,Glass,0.11073781628299999,-0.07918523202100002,0.299818405731,6
0 days 00:00:25.718000,Glass,0.05891382128300001,-0.07559243302100002,0.33090112973100005,6
0 days 00:00:25.929000,Glass,0.085320369683,-0.13619117402100003,0.312352051731,6
0 days 00:00:26.141000,Glass,0.079875057383,-0.16419884362100004,0.280191936731,6
0 days 00:00:26.313000,Glass,0.08791358938300001,-0.19610307692100004,0.22305880073099998,6
0 days 00:00:26.525000,Glass,0.096870896383,-0.23656208922100005,0.14936227794100002,6
0 days 00:00:26.736000,Glass,0.077123222583,-0.327745262521,0.109156148301,6
0 days 00:00:26.910000,Glass,0.061017727083,-0.323423728521,0.10572645440100001,6
0 days 00:00:27.119000,Glass,0.034697968083,-0.290035091121,0.088031807701,6
0 days 00:00:27.330000,Glass,0.020055928083000003,-0.290751855121,0.08715044210100002,6
0 days 00:00:27.543000,Glass,0.020705355482999996,-0.28733113957100004,0.085978779801,6
0 days 00:00:27.715000,Glass,-0.028211177516999992,-0.29205370227099997,0.10337864080100001,6
0 days 00:00:27.926000,Glass,-0.059986723517,-0.290023119871,0.095434380401,6
0 days 00:00:28.137000,Glass,-0.06664559651699997,-0.298444724371,0.099697555761,6
0 days 00:00:28.310000,Glass,-0.05897517301699999,-0.258320894911,0.11575666326100001,6
0 days 00:00:28.521000,Glass,-0.07721150801699998,-0.23833978451100002,0.12360665186099999,6
0 days 00:00:28.731000,Glass,-0.058930281716999995,-0.25214235781100003,0.126967512561,6
0 days 00:00:28.906000,Glass,-0.06702118716699998,-0.24840740304100006,0.142709388261,6
0 days 00:00:29.115000,Glass,-0.06953060976700001,-0.25552117464100005,0.14202255146099999,6
0 days 00:00:29.326000,Glass,-0.07900716006700002,-0.25073875724100003,0.13445537766099996,6
0 days 00:00:29.538000,Glass,-0.058366149427,-0.22820931944100004,0.13100174166099998,6
0 days 00:00:29.710000,Glass,-0.057692780189999994,-0.22520758914100003,0.14349498566099997,6
0 days 00:00:29.906000,Glass,-0.05586420856000001,-0.20952856124100003,0.14848689616099997,6
0 days 00:00:30.114000,Glass,-0.05429899926,-0.20520403464099998,0.135636018111,6
0 days 00:00:30.325000,Glass,-0.019370588500000015,-0.211675861241,0.12837560161099998,6
