timestamp,x_window,person,device
0 days 00:00:02.093000,0.258666542514,9,watch
0 days 00:00:02.093000,0.26241185281400004,9,watch
0 days 00:00:02.138000,0.260564179114,9,watch
0 days 00:00:02.139000,0.26290117355400006,9,watch
0 days 00:00:02.181000,0.26987230269400003,9,watch
0 days 00:00:02.182000,0.276804937964,9,watch
0 days 00:00:02.225000,0.271749133734,9,watch
0 days 00:00:02.227000,0.25669083323399994,9,watch
0 days 00:00:02.269000,0.241892637834,9,watch
0 days 00:00:02.270000,0.24421348413400001,9,watch
0 days 00:00:02.310000,0.23712200843400003,9,watch
0 days 00:00:02.310000,0.22766471473399996,9,watch
0 days 00:00:02.353000,0.22203539103399994,9,watch
0 days 00:00:02.354000,0.22526463123399992,9,watch
0 days 00:00:02.403000,0.224311325334,9,watch
0 days 00:00:02.411000,0.19985725593399997,9,watch
0 days 00:00:02.468000,0.18022564333399999,9,watch
0 days 00:00:02.470000,0.18893224523399993,9,watch
0 days 00:00:02.502000,0.19943155933399997,9,watch
0 days 00:00:02.513000,0.23793986293399996,9,watch
0 days 00:00:02.538000,0.271809606734,9,watch
0 days 00:00:02.559000,0.264142723234,9,watch
0 days 00:00:02.568000,0.256985855234,9,watch
0 days 00:00:02.569000,0.243712978534,9,watch
0 days 00:00:02.612000,0.234301634034,9,watch
0 days 00:00:02.613000,0.230013966534,9,watch
0 days 00:00:02.652000,0.22564357253400005,9,watch
0 days 00:00:02.657000,0.22035924153400002,9,watch
0 days 00:00:02.693000,0.21398997965400002,9,watch
0 days 00:00:02.695000,0.217195684374,9,watch
0 days 00:00:02.737000,0.21680021237400002,9,watch
0 days 00:00:02.740000,0.214866754574,9,watch
0 days 00:00:02.776000,0.22097997387400004,9,watch
0 days 00:00:02.778000,0.21788936577400006,9,watch
0 days 00:00:02.821000,0.21277402367400003,9,watch
0 days 00:00:02.823000,0.19452699217400002,9,watch
0 days 00:00:02.895000,0.17896613717399998,9,watch
0 days 00:00:02.902000,0.17525502217399996,9,watch
0 days 00:00:02.939000,0.17766872787399998,9,watch
0 days 00:00:02.948000,0.18290180887399998,9,watch
0 days 00:00:02.950000,0.18813488987399998,9,watch
0 days 00:00:02.988000,0.18249013277400003,9,watch
0 days 00:00:02.989000,0.176845375674,9,watch
0 days 00:00:03.030000,0.18752014687400004,9,watch
0 days 00:00:03.031000,0.19819491807400003,9,watch
0 days 00:00:03.108000,0.18557349157400005,9,watch
0 days 00:00:03.109000,0.17295206507400004,9,watch
0 days 00:00:03.139000,0.17114425007400005,9,watch
0 days 00:00:03.141000,0.16933643507400004,9,watch
0 days 00:00:03.186000,0.18707218137400006,9,watch
0 days 00:00:03.191000,0.204807927674,9,watch
0 days 00:00:03.206000,0.207573513474,9,watch
0 days 00:00:03.207000,0.210339099274,9,watch
0 days 00:00:03.250000,0.200608080274,9,watch
0 days 00:00:03.252000,0.190877061274,9,watch
0 days 00:00:03.347000,0.17663724927399996,9,watch
0 days 00:00:03.367000,0.162397437274,9,watch
0 days 00:00:03.435000,0.155877154064,9,watch
0 days 00:00:03.438000,0.14935687085399998,9,watch
0 days 00:00:03.440000,0.14599380283699998,9,watch
0 days 00:00:03.462000,0.14263073482000002,9,watch
0 days 00:00:03.462000,0.13380983032000002,9,watch
0 days 00:00:03.473000,0.12498892582000001,9,watch
0 days 00:00:03.480000,0.12932337942000002,9,watch
0 days 00:00:03.485000,0.13365783302000003,9,watch
0 days 00:00:03.512000,0.14942227802,9,watch
0 days 00:00:03.517000,0.16518672301999998,9,watch
0 days 00:00:03.548000,0.15747359345999998,9,watch
0 days 00:00:03.552000,0.1497604639,9,watch
0 days 00:00:03.591000,0.1457106106,9,watch
0 days 00:00:03.596000,0.1469519429,9,watch
0 days 00:00:03.632000,0.1508516006,9,watch
0 days 00:00:03.642000,0.15475125830000003,9,watch
0 days 00:00:03.675000,0.15194953600000002,9,watch
0 days 00:00:03.704000,0.14914781370000005,9,watch
0 days 00:00:03.727000,0.14696393180000003,9,watch
0 days 00:00:03.730000,0.14478004990000004,9,watch
0 days 00:00:03.757000,0.13833905960000004,9,watch
0 days 00:00:03.759000,0.1318980693,9,watch
0 days 00:00:03.801000,0.12175060736000001,9,watch
0 days 00:00:03.802000,0.11160314542000002,9,watch
0 days 00:00:03.845000,0.10136284092,9,watch
0 days 00:00:03.847000,0.09112253641999998,9,watch
0 days 00:00:03.890000,0.08023127901999999,9,watch
0 days 00:00:03.900000,0.06934002161999998,9,watch
0 days 00:00:03.932000,0.07516482231999999,9,watch
0 days 00:00:03.935000,0.08602950332,9,watch
0 days 00:00:03.980000,0.08485009072000001,9,watch
0 days 00:00:03.981000,0.07884429922000001,9,watch
0 days 00:00:04.016000,0.07448722472,9,watch
0 days 00:00:04.020000,0.06500835291999998,9,watch
0 days 00:00:04.054000,0.03582691041999999,9,watch
0 days 00:00:04.055000,0.0058966044199999955,9,watch
0 days 00:00:04.098000,9.67002199999878e-05,9,watch
0 days 00:00:04.099000,0.000520107719999987,9,watch
0 days 00:00:04.160000,0.026964747419999994,9,watch
0 days 00:00:04.167000,0.053118635719999995,9,watch
0 days 00:00:04.256000,0.06031886972000001,9,watch
0 days 00:00:04.304000,0.08134694052000001,9,watch
0 days 00:00:04.309000,0.09116260432,9,watch
0 days 00:00:04.316000,0.10957497532000002,9,watch
0 days 00:00:04.319000,0.11636794502,9,watch
0 days 00:00:04.320000,0.11940465872000003,9,watch
0 days 00:00:04.362000,0.07186447742,9,watch
0 days 00:00:04.366000,0.019690161420000008,9,watch
0 days 00:00:04.408000,0.03100584342,9,watch
0 days 00:00:04.412000,0.054309964919999995,9,watch
0 days 00:00:04.440000,0.051113458419999994,9,watch
0 days 00:00:04.444000,0.04765684682,9,watch
0 days 00:00:04.485000,0.039902661619999995,9,watch
0 days 00:00:04.488000,0.041560798419999996,9,watch
0 days 00:00:04.526000,0.06261231971999999,9,watch
0 days 00:00:04.528000,0.07983587102000002,9,watch
0 days 00:00:04.569000,0.11531270831999998,9,watch
0 days 00:00:04.570000,0.15497209171999998,9,watch
0 days 00:00:04.619000,0.17645943711999998,9,watch
0 days 00:00:04.643000,0.19312432572,9,watch
0 days 00:00:04.653000,0.17997587731999995,9,watch
0 days 00:00:04.655000,0.16503471671999997,9,watch
0 days 00:00:04.696000,0.17880973411999995,9,watch
0 days 00:00:04.698000,0.19722331131999993,9,watch
0 days 00:00:04.734000,0.22125270451999995,9,watch
0 days 00:00:04.735000,0.24477208221999994,9,watch
0 days 00:00:04.786000,0.25714753692,9,watch
0 days 00:00:04.790000,0.26566145941999997,9,watch
0 days 00:00:04.858000,0.28271927891999993,9,watch
0 days 00:00:04.895000,0.29985982491999996,9,watch
0 days 00:00:04.912000,0.28612348892,9,watch
0 days 00:00:04.920000,0.2661838518,9,watch
0 days 00:00:04.926000,0.24624421468,9,watch
0 days 00:00:04.949000,0.22548970128,9,watch
0 days 00:00:04.951000,0.20473518788,9,watch
0 days 00:00:04.992000,0.17407731938,9,watch
0 days 00:00:04.993000,0.14341945088,9,watch
0 days 00:00:05.043000,0.11351861238000001,9,watch
0 days 00:00:05.046000,0.08361777388,9,watch
0 days 00:00:05.078000,0.05221171188000001,9,watch
0 days 00:00:05.120000,0.025547501879999993,9,watch
0 days 00:00:05.121000,0.004789335180000025,9,watch
0 days 00:00:05.198000,0.009227814080000025,9,watch
0 days 00:00:05.264000,0.01366629298000002,9,watch
0 days 00:00:05.282000,0.01971993168000001,9,watch
0 days 00:00:05.287000,0.025773570380000024,9,watch
0 days 00:00:05.292000,0.033095188180000026,9,watch
0 days 00:00:05.292000,0.04041680598000002,9,watch
0 days 00:00:05.294000,0.01638633948000001,9,watch
0 days 00:00:05.295000,-0.007644127019999987,9,watch
0 days 00:00:05.331000,-0.03343057901999999,9,watch
0 days 00:00:05.332000,-0.05921703102,9,watch
0 days 00:00:05.378000,-0.08364033432,9,watch
0 days 00:00:05.379000,-0.10806363762,9,watch
0 days 00:00:05.427000,-0.12838057712,9,watch
0 days 00:00:05.453000,-0.14869751662000003,9,watch
0 days 00:00:05.469000,-0.15606768062,9,watch
0 days 00:00:05.474000,-0.16343784462000002,9,watch
0 days 00:00:05.505000,-0.15559807562000003,9,watch
0 days 00:00:05.508000,-0.14775830662000003,9,watch
0 days 00:00:05.545000,-0.15588846721000002,9,watch
0 days 00:00:05.546000,-0.1640186278,9,watch
0 days 00:00:05.589000,-0.17624947480000003,9,watch
0 days 00:00:05.590000,-0.18848032180000002,9,watch
0 days 00:00:05.640000,-0.17721011160000003,9,watch
0 days 00:00:05.646000,-0.16593990139999998,9,watch
0 days 00:00:05.676000,-0.17520453099999997,9,watch
0 days 00:00:05.680000,-0.1844691606,9,watch
0 days 00:00:05.718000,-0.16561488859999998,9,watch
0 days 00:00:05.720000,-0.1467606166,9,watch
0 days 00:00:05.756000,-0.14081499043999995,9,watch
0 days 00:00:05.758000,-0.13486936428,9,watch
0 days 00:00:05.802000,-0.13162188397999997,9,watch
