timestamp,window,person,device
0 days 00:00:00,0.08933365,6,Glass
0 days 00:00:00.172000,0.09165303250000001,6,Glass
0 days 00:00:00.385000,0.056563014333333335,6,Glass
0 days 00:00:00.576000,0.055141457000000005,6,Glass
0 days 00:00:00.783000,0.03160346160000001,6,Glass
0 days 00:00:00.976000,0.146245818,6,Glass
0 days 00:00:01.172000,0.10489596114285715,6,Glass
0 days 00:00:01.399000,-0.06707505899999998,6,Glass
0 days 00:00:01.590000,-0.27649705244444445,6,Glass
0 days 00:00:01.781000,-0.5471199772,6,Glass
0 days 00:00:01.975000,-0.4207537429090909,6,Glass
0 days 00:00:02.170000,-0.23097811433333335,6,Glass
0 days 00:00:02.395000,-0.07599288246153847,6,Glass
0 days 00:00:02.587000,0.03282408057142857,6,Glass
0 days 00:00:02.781000,0.14282410853333333,6,Glass
0 days 00:00:02.973000,0.24698622674999995,6,Glass
0 days 00:00:03.171000,0.24637392223529406,6,Glass
0 days 00:00:03.395000,0.2795230543333333,6,Glass
0 days 00:00:03.586000,0.31938966199999996,6,Glass
0 days 00:00:03.777000,0.7647604289000001,6,Glass
0 days 00:00:03.971000,0.8956666180000001,6,Glass
0 days 00:00:04.168000,0.9440364853636364,6,Glass
0 days 00:00:04.394000,0.924298514695652,6,Glass
0 days 00:00:04.583000,0.8740894040833332,6,Glass
0 days 00:00:04.776000,0.82070244592,6,Glass
0 days 00:00:04.968000,0.752113171076923,6,Glass
0 days 00:00:05.167000,1.1793106462222223,6,Glass
0 days 00:00:05.397000,1.0819494088571429,6,Glass
0 days 00:00:05.568000,1.1769668947586207,6,Glass
0 days 00:00:05.780000,1.2830427649333334,6,Glass
0 days 00:00:05.960000,1.1339634821935485,6,Glass
0 days 00:00:06.178000,1.0843349315,6,Glass
0 days 00:00:06.373000,1.0125750547878787,6,Glass
0 days 00:00:06.564000,0.9660956396470588,6,Glass
0 days 00:00:06.773000,0.998805409942857,6,Glass
0 days 00:00:06.965000,1.0220041068888888,6,Glass
0 days 00:00:07.141000,1.0580430661621623,6,Glass
0 days 00:00:07.351000,1.0838212828421052,6,Glass
0 days 00:00:07.561000,1.076842130974359,6,Glass
0 days 00:00:07.771000,1.0987740152,6,Glass
0 days 00:00:07.944000,1.091208556292683,6,Glass
0 days 00:00:08.155000,1.0917381954285714,6,Glass
0 days 00:00:08.366000,1.0452152336744187,6,Glass
0 days 00:00:08.539000,1.0363084738181818,6,Glass
0 days 00:00:08.749000,0.9700308032888889,6,Glass
0 days 00:00:08.962000,0.9666752336521739,6,Glass
0 days 00:00:09.172000,0.9522014280425533,6,Glass
0 days 00:00:09.345000,0.9558757087083333,6,Glass
0 days 00:00:09.556000,0.896408694244898,6,Glass
0 days 00:00:09.768000,0.878372781286,6,Glass
0 days 00:00:09.941000,0.8570450204764707,6,Glass
0 days 00:00:10.151000,0.8381432850826923,6,Glass
0 days 00:00:10.362000,0.756785164609434,6,Glass
0 days 00:00:10.535000,0.6933458782277779,6,Glass
0 days 00:00:10.746000,0.68405338226,6,Glass
0 days 00:00:10.957000,0.6734226986482142,6,Glass
0 days 00:00:11.169000,0.6674940109526315,6,Glass
0 days 00:00:11.341000,0.6477502650741379,6,Glass
0 days 00:00:11.562000,0.6289547843101695,6,Glass
0 days 00:00:11.745000,0.6282734679049999,6,Glass
0 days 00:00:11.956000,0.6178144529557376,6,Glass
0 days 00:00:12.166000,0.611332398230645,6,Glass
0 days 00:00:12.340000,0.6004601108777776,6,Glass
0 days 00:00:12.551000,0.6074866200828125,6,Glass
0 days 00:00:12.762000,0.5959559631584616,6,Glass
0 days 00:00:12.935000,0.5871235769287878,6,Glass
0 days 00:00:13.147000,0.5839440310044776,6,Glass
0 days 00:00:13.357000,0.5758187349161765,6,Glass
0 days 00:00:13.531000,0.5662655916565218,6,Glass
0 days 00:00:13.761000,0.5577015182042858,6,Glass
0 days 00:00:13.933000,0.5535010968211268,6,Glass
0 days 00:00:14.144000,0.5451318991430555,6,Glass
0 days 00:00:14.355000,0.5363524475931507,6,Glass
0 days 00:00:14.528000,0.5288718966121622,6,Glass
0 days 00:00:14.739000,0.5242523811906666,6,Glass
0 days 00:00:14.950000,0.5166691407802632,6,Glass
0 days 00:00:15.161000,0.5088261815493506,6,Glass
0 days 00:00:15.334000,0.5048255055038461,6,Glass
0 days 00:00:15.545000,0.5013617661936709,6,Glass
0 days 00:00:15.756000,0.49473187292875,6,Glass
0 days 00:00:15.930000,0.4901333797444445,6,Glass
0 days 00:00:16.158000,0.48335320986951225,6,Glass
0 days 00:00:16.351000,0.477511648593976,6,Glass
0 days 00:00:16.526000,0.4726535557535715,6,Glass
0 days 00:00:16.737000,0.46976527733294127,6,Glass
0 days 00:00:16.946000,0.4661629206197675,6,Glass
0 days 00:00:17.158000,0.46317484808390813,6,Glass
0 days 00:00:17.330000,0.4576071210375,6,Glass
0 days 00:00:17.541000,0.45328763417191015,6,Glass
0 days 00:00:17.753000,0.44859194612555553,6,Glass
0 days 00:00:17.925000,0.4449729266626373,6,Glass
0 days 00:00:18.136000,0.4418782412641304,6,Glass
0 days 00:00:18.347000,0.43846233770215054,6,Glass
0 days 00:00:18.522000,0.43466064885425526,6,Glass
0 days 00:00:18.732000,0.4314304368663157,6,Glass
0 days 00:00:18.924000,0.428780341690625,6,Glass
0 days 00:00:19.134000,0.42560639167319586,6,Glass
0 days 00:00:19.351000,0.4221017453295918,6,Glass
0 days 00:00:19.537000,0.41874498594242415,6,Glass
0 days 00:00:19.748000,0.41673027408299995,6,Glass
0 days 00:00:19.922000,0.416625527783,6,Glass
0 days 00:00:20.133000,0.4177552918329999,6,Glass
0 days 00:00:20.344000,0.419292070053,6,Glass
0 days 00:00:20.519000,0.4200567182030001,6,Glass
0 days 00:00:20.727000,0.422386575703,6,Glass
0 days 00:00:20.938000,0.4185139547029999,6,Glass
0 days 00:00:21.150000,0.4214812683029999,6,Glass
0 days 00:00:21.322000,0.43594075030299995,6,Glass
0 days 00:00:21.534000,0.45557619763299995,6,Glass
0 days 00:00:21.746000,0.482696516333,6,Glass
0 days 00:00:21.918000,0.474803132963,6,Glass
0 days 00:00:22.145000,0.45374463246299995,6,Glass
0 days 00:00:22.321000,0.43347322596300003,6,Glass
0 days 00:00:22.521000,0.42343852756300004,6,Glass
0 days 00:00:22.731000,0.409495295563,6,Glass
0 days 00:00:22.924000,0.3953440665630001,6,Glass
0 days 00:00:23.115000,0.38610394456300007,6,Glass
