timestamp,window,person,device
0 days 00:00:31.424000,-1.2957153,1,Watch
0 days 00:00:31.446000,-0.5127957299999999,1,Watch
0 days 00:00:31.447000,-0.25182253999999993,1,Watch
0 days 00:00:31.489000,-0.4535103549999999,1,Watch
0 days 00:00:31.489000,-0.574523044,1,Watch
0 days 00:00:31.531000,-0.5065071783333333,1,Watch
0 days 00:00:31.531000,-0.45792441714285703,1,Watch
0 days 00:00:31.576000,-0.28271293999999997,1,Watch
0 days 00:00:31.576000,-0.14643734666666663,1,Watch
0 days 00:00:31.616000,-0.17454474499999997,1,Watch
0 days 00:00:31.617000,-0.19754170727272724,1,Watch
0 days 00:00:31.659000,-0.20656305416666665,1,Watch
0 days 00:00:31.661000,-0.21419650153846154,1,Watch
0 days 00:00:31.704000,-0.28738739428571425,1,Watch
0 days 00:00:31.705000,-0.35081950133333334,1,Watch
0 days 00:00:31.746000,-0.46472700750000007,1,Watch
0 days 00:00:31.747000,-0.5652336305882354,1,Watch
0 days 00:00:31.788000,-0.61505644,1,Watch
0 days 00:00:31.789000,-0.6596347431578947,1,Watch
0 days 00:00:31.833000,-0.7412182709999999,1,Watch
0 days 00:00:31.834000,-0.8150319390476191,1,Watch
0 days 00:00:31.876000,-0.854212350909091,1,Watch
0 days 00:00:31.879000,-0.8899857704347827,1,Watch
0 days 00:00:31.918000,-0.8820154675,1,Watch
0 days 00:00:31.920000,-0.8746827887999999,1,Watch
0 days 00:00:31.968000,-0.8610324492307692,1,Watch
0 days 00:00:31.969000,-0.8483932459259258,1,Watch
0 days 00:00:32.004000,-0.8503224335714284,1,Watch
0 days 00:00:32.006000,-0.8521185737931032,1,Watch
0 days 00:00:32.044000,-0.8252085998333332,1,Watch
0 days 00:00:32.044000,-0.8000347532258063,1,Watch
0 days 00:00:32.091000,-0.7834993296874999,1,Watch
0 days 00:00:32.093000,-0.767966053030303,1,Watch
0 days 00:00:32.129000,-0.7258043279411764,1,Watch
0 days 00:00:32.131000,-0.6860518442857143,1,Watch
0 days 00:00:32.176000,-0.5706841125,1,Watch
0 days 00:00:32.178000,-0.46155247432432434,1,Watch
0 days 00:00:32.220000,-0.44799281047368417,1,Watch
0 days 00:00:32.222000,-0.4351285139999999,1,Watch
0 days 00:00:32.258000,-0.37309733365,1,Watch
0 days 00:00:32.259000,-0.31409206453658534,1,Watch
0 days 00:00:32.303000,-0.2720411153809523,1,Watch
0 days 00:00:32.304000,-0.23194602432558134,1,Watch
0 days 00:00:32.345000,-0.19855760104545447,1,Watch
0 days 00:00:32.349000,-0.16665310768888883,1,Watch
0 days 00:00:32.388000,-0.09007404665217385,1,Watch
0 days 00:00:32.391000,-0.016753669063829718,1,Watch
0 days 00:00:32.436000,0.014404838625000013,1,Watch
0 days 00:00:32.441000,0.044291570489795935,1,Watch
0 days 00:00:32.475000,0.08263185108000001,1,Watch
0 days 00:00:32.477000,0.11946859125490199,1,Watch
0 days 00:00:32.518000,0.19882422796153848,1,Watch
0 days 00:00:32.518000,0.2751853123396227,1,Watch
0 days 00:00:32.567000,0.2827659750740741,1,Watch
0 days 00:00:32.570000,0.29007097734545456,1,Watch
0 days 00:00:32.604000,0.32430548489285715,1,Watch
0 days 00:00:32.606000,0.3573387816491228,1,Watch
0 days 00:00:32.649000,0.3753997698965517,1,Watch
0 days 00:00:32.652000,0.39284852125423725,1,Watch
0 days 00:00:32.690000,0.40647916756666663,1,Watch
