timestamp,x_window,person,device
0 days 00:00:02.088000,0.07467277769999998,8,watch
0 days 00:00:02.090000,0.07653058740000002,8,watch
0 days 00:00:02.137000,0.06936194,8,watch
0 days 00:00:02.141000,0.05074255829999998,8,watch
0 days 00:00:02.175000,0.027650331699999985,8,watch
0 days 00:00:02.175000,0.01589440309999998,8,watch
0 days 00:00:02.216000,0.008485648099999993,8,watch
0 days 00:00:02.217000,0.015880791599999985,8,watch
0 days 00:00:02.257000,0.027709972899999987,8,watch
0 days 00:00:02.261000,0.02690769020000002,8,watch
0 days 00:00:02.301000,0.023993167900000008,8,watch
0 days 00:00:02.305000,0.017684256500000023,8,watch
0 days 00:00:02.347000,0.007306510299999994,8,watch
0 days 00:00:02.348000,-0.042835335299999965,8,watch
0 days 00:00:02.389000,-0.09044592119999999,8,watch
0 days 00:00:02.393000,-0.032029807099999946,8,watch
0 days 00:00:02.461000,0.027826087560000032,8,watch
0 days 00:00:02.465000,0.01674447122000003,8,watch
0 days 00:00:02.475000,0.003567360020000031,8,watch
0 days 00:00:02.480000,0.004174034020000042,8,watch
0 days 00:00:02.514000,0.005255170520000027,8,watch
0 days 00:00:02.516000,0.0024438161200000252,8,watch
0 days 00:00:02.555000,-0.008917238779999986,8,watch
0 days 00:00:02.556000,-0.020278293679999983,8,watch
0 days 00:00:02.605000,0.02149150032000001,8,watch
0 days 00:00:02.608000,0.06326129432,8,watch
0 days 00:00:02.649000,0.03442121352000001,8,watch
0 days 00:00:02.655000,0.005581132720000013,8,watch
0 days 00:00:02.692000,-0.012063194279999983,8,watch
0 days 00:00:02.696000,-0.029707521279999982,8,watch
0 days 00:00:02.731000,-0.036682299879999984,8,watch
0 days 00:00:02.734000,-0.04365707847999998,8,watch
0 days 00:00:02.769000,-0.06112228947999999,8,watch
0 days 00:00:02.772000,-0.07858750047999997,8,watch
0 days 00:00:02.821000,-0.07865632327999998,8,watch
0 days 00:00:02.823000,-0.07872514607999999,8,watch
0 days 00:00:02.890000,-0.08206336083,8,watch
0 days 00:00:02.906000,-0.08540157558,8,watch
0 days 00:00:02.971000,-0.08524479513,8,watch
0 days 00:00:02.972000,-0.08508801467999999,8,watch
0 days 00:00:02.973000,-0.08116602014,8,watch
0 days 00:00:02.982000,-0.08377009279999997,8,watch
0 days 00:00:02.984000,-0.08453909149999998,8,watch
0 days 00:00:03.025000,-0.08647147990000001,8,watch
0 days 00:00:03.025000,-0.08671775640000001,8,watch
0 days 00:00:03.074000,-0.08234839824,8,watch
0 days 00:00:03.084000,-0.08218876776999999,8,watch
0 days 00:00:03.111000,-0.08866650176,8,watch
0 days 00:00:03.112000,-0.08615903616000001,8,watch
0 days 00:00:03.157000,-0.08043526236000002,8,watch
0 days 00:00:03.158000,-0.07461724466000001,8,watch
0 days 00:00:03.204000,-0.06485941716000002,8,watch
0 days 00:00:03.205000,-0.07166883956000002,8,watch
0 days 00:00:03.246000,-0.09019068696000003,8,watch
0 days 00:00:03.251000,-0.11666300096,8,watch
