timestamp,x_window,person,device
0 days 00:00:19.738000,0.12394332946800005,2,glass
0 days 00:00:19.951000,0.12970587388800003,2,glass
0 days 00:00:20.163000,0.11220874844800002,2,glass
0 days 00:00:20.334000,0.12895169974800003,2,glass
0 days 00:00:20.545000,0.144312000448,2,glass
0 days 00:00:20.756000,0.14352490744800003,2,glass
0 days 00:00:20.929000,0.13156287724800003,2,glass
0 days 00:00:21.158000,0.11957391194800002,2,glass
0 days 00:00:21.331000,0.099142392948,2,glass
0 days 00:00:21.543000,0.104108865148,2,glass
0 days 00:00:21.754000,0.092710969148,2,glass
0 days 00:00:21.926000,0.090334724448,2,glass
0 days 00:00:22.138000,0.09121908254800003,2,glass
0 days 00:00:22.349000,0.073424179298,2,glass
0 days 00:00:22.523000,0.05850979899800001,2,glass
0 days 00:00:22.753000,0.07556998279800002,2,glass
0 days 00:00:22.925000,0.086164324798,2,glass
0 days 00:00:23.137000,0.116115787798,2,glass
0 days 00:00:23.349000,0.08258200079800002,2,glass
0 days 00:00:23.523000,0.07030573179800001,2,glass
0 days 00:00:23.732000,0.063691748798,2,glass
0 days 00:00:23.944000,0.03017142819800001,2,glass
0 days 00:00:24.154000,-0.019559136801999992,2,glass
0 days 00:00:24.327000,-0.01798195780199999,2,glass
0 days 00:00:24.538000,-0.05058200680200001,2,glass
0 days 00:00:24.750000,-0.071404080302,2,glass
0 days 00:00:24.922000,-0.06968175180200001,2,glass
0 days 00:00:25.134000,-0.081685681202,2,glass
0 days 00:00:25.346000,-0.09876082820200001,2,glass
0 days 00:00:25.518000,-0.09176377380199999,2,glass
0 days 00:00:25.729000,-0.08595933118599998,2,glass
0 days 00:00:25.940000,-0.095275768886,2,glass
0 days 00:00:26.151000,-0.10475830418599998,2,glass
0 days 00:00:26.325000,-0.10876410288599997,2,glass
0 days 00:00:26.536000,-0.10177153718599996,2,glass
0 days 00:00:26.738000,-0.11155185100599996,2,glass
0 days 00:00:26.968000,-0.105094988506,2,glass
0 days 00:00:27.147000,-0.115099759006,2,glass
0 days 00:00:27.331000,-0.119440745806,2,glass
0 days 00:00:27.533000,-0.11264570230599999,2,glass
0 days 00:00:27.745000,-0.113576448206,2,glass
0 days 00:00:27.917000,-0.10808025900599999,2,glass
0 days 00:00:28.129000,-0.09777471720599999,2,glass
0 days 00:00:28.342000,-0.09859323490600001,2,glass
0 days 00:00:28.514000,-0.105708503206,2,glass
0 days 00:00:28.724000,-0.117341330506,2,glass
0 days 00:00:28.936000,-0.124434153206,2,glass
0 days 00:00:29.150000,-0.12700642360599998,2,glass
0 days 00:00:29.321000,-0.110716874006,2,glass
