timestamp,x_window,y_window,z_window,device,person
00:00:02.133000,0.2962178394999999,-0.013387063619999995,0.29389435342000003,Watch,13
00:00:02.135000,0.3170316307999999,0.002965693680000002,0.27329721942,Watch,13
00:00:02.178000,0.3027323222999999,0.01857426108,0.25907705842,Watch,13
00:00:02.180000,0.2884330137999999,0.034182828479999997,0.24485689742000005,Watch,13
00:00:02.217000,0.27536190479999995,0.05056471308,0.22792499142000003,Watch,13
00:00:02.220000,0.2622907958,0.06694659768,0.21099308542,Watch,13
00:00:02.262000,0.2347090914,0.07295274868000001,0.20610273902000004,Watch,13
00:00:02.264000,0.20712738700000002,0.07895889968000003,0.20121239261999996,Watch,13
00:00:02.302000,0.142417584,0.07614279948,0.18532736332,Watch,13
00:00:02.304000,0.07770778100000002,0.07332669928000002,0.16944233402000003,Watch,13
00:00:02.346000,0.04038969799999999,0.07580624728000002,0.16555480501999997,Watch,13
00:00:02.347000,0.003071615000000008,0.07828579528,0.16166727601999997,Watch,13
00:00:02.391000,-0.02569923350000001,0.06893006068000002,0.16533704401999993,Watch,13
00:00:02.393000,-0.05447008200000001,0.05957432608000001,0.16900681201999995,Watch,13
00:00:02.439000,-0.062157163000000015,0.056600591980000024,0.17980718311999996,Watch,13
00:00:02.445000,-0.06984424399999999,0.05362685788000002,0.19060755422,Watch,13
00:00:02.479000,-0.08393139900000002,0.05761587818000002,0.18034902262,Watch,13
00:00:02.480000,-0.09801855400000001,0.06160489848000001,0.17009049102,Watch,13
00:00:02.524000,-0.10510452579999999,0.06316854858,0.16572632452000005,Watch,13
00:00:02.525000,-0.11219049760000001,0.06473219867999999,0.16136215802000003,Watch,13
00:00:02.562000,-0.1171331889,0.05991060487999999,0.17073909442000001,Watch,13
00:00:02.563000,-0.12207588019999999,0.05508901107999998,0.18011603082000005,Watch,13
00:00:02.601000,-0.12361680339999999,0.04673515407999998,0.19284995762000004,Watch,13
00:00:02.602000,-0.12515772660000002,0.03838129707999998,0.20558388442000006,Watch,13
00:00:02.651000,-0.13435692020000004,0.028391555080000002,0.21290624382000004,Watch,13
00:00:02.653000,-0.14355611380000002,0.01840181308,0.22022860322000004,Watch,13
00:00:02.738000,-0.1291613208,0.010209226180000008,0.21895228172000003,Watch,13
00:00:02.738000,-0.12293839320000002,-0.005467265320000001,0.24221015722000006,Watch,13
00:00:02.739000,-0.12481835460000001,-0.006725515719999991,0.23918445372000005,Watch,13
00:00:02.771000,-0.147666129,-0.007539598319999987,0.24996505522000007,Watch,13
00:00:02.776000,-0.17150306869999998,-0.012903808719999982,0.24963176522000005,Watch,13
00:00:02.814000,-0.1943640134,-0.021379575519999985,0.23722523492000008,Watch,13
00:00:02.815000,-0.19822638539999995,-0.03831860251999999,0.23371804036000007,Watch,13
00:00:02.857000,-0.18517488664999998,-0.059995626519999984,0.2266472224,Watch,13
00:00:02.857000,-0.1705876399,-0.08534540751999999,0.2193299559,Watch,13
00:00:02.902000,-0.16960665190000002,-0.10936931251999997,0.20664958710000003,Watch,13
00:00:02.904000,-0.1813511134,-0.12360015305999998,0.18206888910000005,Watch,13
00:00:02.948000,-0.20106771990000002,-0.13925684859999996,0.17079627784400003,Watch,13
00:00:02.956000,-0.20142892890000003,-0.16176801509999997,0.12836477058800003,Watch,13
00:00:02.986000,-0.1913929059,-0.1729467316,0.097527615588,Watch,13
00:00:02.989000,-0.1519119619,-0.18355977959999997,0.076330725588,Watch,13
00:00:03.058000,-0.10785348990000003,-0.19109791449999997,0.041455895687999976,Watch,13
00:00:03.062000,-0.07364595789999999,-0.1974190521,0.042239501288,Watch,13
00:00:03.080000,-0.0580694819,-0.20649757209999997,0.05770431278800001,Watch,13
00:00:03.083000,-0.06261518490000001,-0.21771534739999995,0.06964031948800001,Watch,13
00:00:03.116000,-0.06921396390000002,-0.22815630239999998,0.072404906888,Watch,13
00:00:03.118000,-0.08323732590000002,-0.23113753590000002,0.06395977758799999,Watch,13
00:00:03.156000,-0.06812885500000003,-0.20079825639999999,0.058777787988,Watch,13
00:00:03.157000,-0.08296279010000003,-0.16123393980000003,0.059191320388,Watch,13
00:00:03.203000,-0.11292127310000001,-0.13852235319999998,0.069471252388,Watch,13
00:00:03.204000,-0.17296487110000006,-0.10447538620000003,0.09823095138799999,Watch,13
00:00:03.255000,-0.20535490210000001,-0.07305680819999998,0.10831230008799997,Watch,13
00:00:03.259000,-0.24958706010000004,-0.040633363199999994,0.10565023262799998,Watch,13
00:00:03.290000,-0.2905727561,-0.014305806200000002,0.09952720486799997,Watch,13
00:00:03.299000,-0.2863037601,0.0032274007999999934,0.08392248926799999,Watch,13
00:00:03.330000,-0.3022873277,0.010660553400000005,0.07452884463799998,Watch,13
00:00:03.332000,-0.2877967693000001,0.008316958700000005,0.08271495600799998,Watch,13
00:00:03.371000,-0.2749317357,0.025204976400000002,0.10003040100799998,Watch,13
00:00:03.373000,-0.2777697561,0.034745626400000014,0.098255346008,Watch,13
00:00:03.421000,-0.28503337360000003,0.04643361540000001,0.09043211700800001,Watch,13
00:00:03.424000,-0.30275701850000003,0.06636160320000002,0.094984452808,Watch,13
00:00:03.502000,-0.33486239190000006,0.07482326450000003,0.08264578560800002,Watch,13
00:00:03.588000,-0.3615960855,0.10968725090000002,0.032501934107999994,Watch,13
00:00:03.603000,-0.36605529950000004,0.14404714729999998,0.001300828608000022,Watch,13
00:00:03.609000,-0.3804224865,0.17081602563999998,-0.032508404511999975,Watch,13
00:00:03.611000,-0.41102804800000003,0.19007858298000002,-0.044883024631999974,Watch,13
00:00:03.613000,-0.43422294050000004,0.20957414678000003,-0.059179288932,Watch,13
00:00:03.615000,-0.4853795685000001,0.20576435328000003,-0.07260241737199999,Watch,13
00:00:03.638000,-0.4971511353000001,0.20613339928000002,-0.077671110572,Watch,13
00:00:03.642000,-0.5089227021,0.20650244528000003,-0.08273980377199998,Watch,13
00:00:03.678000,-0.4960469427000001,0.21705136628,-0.10353642677199996,Watch,13
00:00:03.678000,-0.4831711833000001,0.22760028727999995,-0.12433304977199995,Watch,13
00:00:03.729000,-0.4804014713000001,0.23937275028000002,-0.11030558277199999,Watch,13
00:00:03.736000,-0.4790142423000001,0.24288787628000003,-0.09268332627199999,Watch,13
00:00:03.762000,-0.49436476430000004,0.23053689727999999,-0.06536106217200001,Watch,13
