timestamp,z_window,person
0 days 00:00:59.488000,0.052089688990000015,5
0 days 00:00:59.488000,0.04038968929,5
0 days 00:00:59.491000,0.026889690490000007,5
0 days 00:00:59.548000,0.04188968948999999,5
0 days 00:00:59.549000,0.03458968948999999,5
0 days 00:00:59.553000,0.014389689489999977,5
0 days 00:00:59.581000,0.011989689489999962,5
0 days 00:00:59.581000,0.006989689489999993,5
0 days 00:00:59.606000,0.013089689589999983,5
0 days 00:00:59.636000,0.026989689590000015,5
0 days 00:00:59.638000,0.005789689389999968,5
0 days 00:00:59.666000,0.0054522099900000094,5
0 days 00:00:59.667000,0.010237573990000004,5
0 days 00:00:59.729000,0.010537573990000038,5
0 days 00:00:59.732000,0.02023757399000002,5
0 days 00:00:59.732000,0.011037574490000005,5
0 days 00:00:59.758000,0.013337574490000028,5
0 days 00:00:59.759000,0.018337574290000016,5
0 days 00:00:59.787000,0.019237574290000045,5
0 days 00:00:59.819000,0.020537574290000013,5
0 days 00:00:59.819000,0.029437573890000016,5
0 days 00:00:59.843000,0.016911503890000016,5
0 days 00:00:59.879000,0.005211504290000026,5
0 days 00:00:59.880000,-0.013988495709999988,5
0 days 00:00:59.882000,-0.015656744109999992,5
0 days 00:00:59.938000,-0.021956744109999995,5
0 days 00:00:59.941000,-0.014956744110000005,5
0 days 00:00:59.943000,-0.008056744080000013,5
0 days 00:00:59.976000,-0.0016567445799999835,5
0 days 00:01:00.029000,0.0016432554200000139,5
0 days 00:01:00.029000,0.0036432554200000124,5
0 days 00:01:00.036000,0.011743255419999998,5
0 days 00:01:00.053000,0.008193851420000004,5
0 days 00:01:00.057000,0.015293851419999997,5
0 days 00:01:00.060000,0.021993851479999982,5
0 days 00:01:00.087000,0.027793851479999986,5
0 days 00:01:00.150000,0.021893851440000004,5
0 days 00:01:00.154000,0.020993851440000003,5
0 days 00:01:00.156000,0.011893851439999971,5
0 days 00:01:00.211000,0.03319385023999997,5
0 days 00:01:00.211000,0.036193850140000004,5
0 days 00:01:00.215000,0.03859384994000001,5
0 days 00:01:00.245000,0.030891792439999972,5
0 days 00:01:00.247000,0.02689179243999997,5
0 days 00:01:00.251000,0.02388496503999999,5
0 days 00:01:00.276000,0.027384965039999987,5
0 days 00:01:00.308000,0.03108496523999998,5
0 days 00:01:00.308000,0.016584965339999997,5
0 days 00:01:00.336000,-0.020615034459999994,5
0 days 00:01:00.368000,-0.055815032459999976,5
0 days 00:01:00.370000,-0.06921503206,5
0 days 00:01:00.396000,-0.06881503196,5
0 days 00:01:00.401000,-0.0672150319,5
0 days 00:01:00.456000,-0.06309487740000001,5
0 days 00:01:00.459000,-0.05889487735999999,5
0 days 00:01:00.460000,-0.05759487726,5
0 days 00:01:00.462000,-0.060215616160000006,5
0 days 00:01:00.517000,-0.052415616960000015,5
0 days 00:01:00.518000,-0.04671561695999998,5
0 days 00:01:00.522000,-0.04411561695999998,5
0 days 00:01:00.546000,-0.046315616659999996,5
0 days 00:01:00.577000,-0.05361561625999999,5
0 days 00:01:00.580000,-0.06221561631999997,5
0 days 00:01:00.638000,-0.07031561621999999,5
0 days 00:01:00.640000,-0.06901561625,5
0 days 00:01:00.642000,-0.06391561625,5
0 days 00:01:00.667000,-0.05560684839999998,5
0 days 00:01:00.667000,-0.05120090969999999,5
0 days 00:01:00.730000,-0.034000909699999984,5
0 days 00:01:00.734000,-0.03100090969999998,5
0 days 00:01:00.743000,-0.025600909699999997,5
0 days 00:01:00.788000,-0.01890090969999999,5
0 days 00:01:00.791000,-0.013000909900000007,5
0 days 00:01:00.792000,-0.022600909899999994,5
0 days 00:01:00.817000,-0.0289009099,5
0 days 00:01:00.841000,-0.03731252989999999,5
0 days 00:01:00.848000,-0.014412529900000002,5
0 days 00:01:00.850000,0.010887469100000017,5
0 days 00:01:00.875000,0.013920856950000013,5
0 days 00:01:00.908000,-0.027179143249999985,5
0 days 00:01:00.910000,-0.06847914325,5
0 days 00:01:00.937000,-0.10477914324999997,5
0 days 00:01:00.968000,-0.13207914324999998,5
0 days 00:01:00.968000,-0.14487914324999995,5
0 days 00:01:00.996000,-0.15467914321,5
0 days 00:01:01.028000,-0.17937914320999998,5
0 days 00:01:01.032000,0.06992085678999999,5
0 days 00:01:01.051000,0.08242670189000002,5
0 days 00:01:01.057000,0.09622670189,5
0 days 00:01:01.117000,0.09173093382000003,5
0 days 00:01:01.122000,0.10203093382,5
0 days 00:01:01.122000,0.11423093402,5
0 days 00:01:01.127000,0.11363093502,5
0 days 00:01:01.179000,0.10963093502,5
0 days 00:01:01.179000,0.10573093501999999,5
0 days 00:01:01.207000,0.10033093602000001,5
0 days 00:01:01.211000,0.10483093612000002,5
0 days 00:01:01.236000,0.10403093622,5
0 days 00:01:01.263000,0.10670762582000001,5
0 days 00:01:01.266000,0.10381522452000004,5
0 days 00:01:01.268000,0.10271522452000005,5
0 days 00:01:01.328000,0.10981522432000004,5
0 days 00:01:01.330000,0.11821522332000002,5
0 days 00:01:01.330000,0.10121522432000002,5
0 days 00:01:01.357000,0.10091522432000001,5
0 days 00:01:01.388000,0.09531522412000001,5
0 days 00:01:01.388000,0.10551522412000004,5
0 days 00:01:01.417000,0.11631522412000005,5
0 days 00:01:01.448000,0.11171522412000004,5
0 days 00:01:01.450000,0.11041522412,5
0 days 00:01:01.475000,0.10700856082000001,5
0 days 00:01:01.477000,0.11444603992,5
0 days 00:01:01.540000,0.10974603992000001,5
0 days 00:01:01.541000,0.11674603989000001,5
0 days 00:01:01.541000,0.12774603989000002,5
0 days 00:01:01.597000,0.13564603949000004,5
0 days 00:01:01.600000,0.13104603949000004,5
0 days 00:01:01.601000,0.11724604009000002,5
0 days 00:01:01.629000,0.10874604019000003,5
0 days 00:01:01.629000,0.11014603999000004,5
0 days 00:01:01.647000,0.10611615949000004,5
0 days 00:01:01.657000,0.11044222949000006,5
0 days 00:01:01.687000,0.10574222909000003,5
0 days 00:01:01.689000,0.11244222903000002,5
0 days 00:01:01.720000,0.12204222903000002,5
0 days 00:01:01.747000,0.13224222903,5
0 days 00:01:01.750000,0.14354222853,5
0 days 00:01:01.775000,0.15224222850000002,5
0 days 00:01:01.808000,0.1553422284,5
0 days 00:01:01.808000,0.16014222830000002,5
0 days 00:01:01.859000,0.16282102184000005,5
0 days 00:01:01.871000,0.16792102164000006,5
0 days 00:01:01.876000,0.17273720124000003,5
0 days 00:01:01.876000,0.17373720124000003,5
0 days 00:01:01.929000,0.16983720138000002,5
0 days 00:01:01.932000,0.16593720138000007,5
0 days 00:01:01.932000,0.16043720162000008,5
0 days 00:01:01.986000,0.15323720162000004,5
0 days 00:01:01.989000,0.14873720162000004,5
0 days 00:01:01.994000,0.14303720202000003,5
0 days 00:01:02.017000,0.13843720222000003,5
0 days 00:01:02.048000,0.13193720242000004,5
0 days 00:01:02.050000,0.12983925992000006,5
0 days 00:01:02.070000,0.13188015322000005,5
0 days 00:01:02.109000,0.13048015322000003,5
0 days 00:01:02.110000,0.12818015322000006,5
0 days 00:01:02.111000,0.13238015292000005,5
0 days 00:01:02.136000,0.1359801528200001,5
0 days 00:01:02.167000,0.14228015252000004,5
0 days 00:01:02.174000,0.14958015252000006,5
0 days 00:01:02.197000,0.15358015252000004,5
0 days 00:01:02.229000,0.1492801524200001,5
0 days 00:01:02.230000,0.14658015236000005,5
0 days 00:01:02.241000,0.14631529366000007,5
0 days 00:01:02.289000,0.1477152935900001,5
0 days 00:01:02.290000,0.14921529349000007,5
0 days 00:01:02.295000,0.15291529349000008,5
0 days 00:01:02.318000,0.15001529329000007,5
0 days 00:01:02.380000,0.14801529369000005,5
0 days 00:01:02.385000,0.14571529419000007,5
0 days 00:01:02.386000,0.14081529489000008,5
0 days 00:01:02.438000,0.1419152944900001,5
0 days 00:01:02.440000,0.1446152944900001,5
0 days 00:01:02.442000,0.1405152944900001,5
0 days 00:01:02.455000,0.1390546210200001,5
0 days 00:01:02.498000,0.1382546208200001,5
0 days 00:01:02.502000,0.1490546208200001,5
0 days 00:01:02.505000,0.16864868212000006,5
0 days 00:01:02.559000,0.17384868112000007,5
0 days 00:01:02.563000,0.18424868112000006,5
0 days 00:01:02.564000,0.19514868112000006,5
0 days 00:01:02.618000,0.1985486811200001,5
0 days 00:01:02.619000,0.19914868132000005,5
0 days 00:01:02.623000,0.19574868132000006,5
0 days 00:01:02.666000,0.18048920022000003,5
0 days 00:01:02.679000,0.17520082072000004,5
0 days 00:01:02.679000,0.15860082072000004,5
0 days 00:01:02.682000,0.13790082182000007,5
0 days 00:01:02.738000,0.13010082182000007,5
0 days 00:01:02.742000,0.1215008220200001,5
0 days 00:01:02.743000,0.10410082202000007,5
0 days 00:01:02.798000,0.0905008220200001,5
0 days 00:01:02.799000,0.09350082232000007,5
0 days 00:01:02.800000,0.10240082272000009,5
0 days 00:01:02.839000,0.11250690182000006,5
0 days 00:01:02.856000,0.1334069020200001,5
0 days 00:01:02.859000,-0.09599309797999998,5
0 days 00:01:02.862000,-0.09919894347999998,5
0 days 00:01:02.920000,-0.10569894347999999,5
0 days 00:01:02.927000,-0.12319894347999996,5
0 days 00:01:02.928000,-0.13609894347999998,5
0 days 00:01:02.978000,-0.14309894367999998,5
0 days 00:01:02.982000,-0.15929894468,5
0 days 00:01:02.982000,-0.15149894468000003,5
0 days 00:01:03.037000,-0.17669894468,5
0 days 00:01:03.039000,-0.14139894668,5
0 days 00:01:03.041000,-0.029198946780000002,5
0 days 00:01:03.050000,-0.02944821048000001,5
0 days 00:01:03.102000,0.055075099919999974,5
0 days 00:01:03.104000,0.06437509991999998,5
0 days 00:01:03.105000,0.08767509992000001,5
0 days 00:01:03.131000,0.12717509982,5
0 days 00:01:03.189000,0.14067509982,5
0 days 00:01:03.190000,0.16987509782,5
0 days 00:01:03.193000,0.15667509782000003,5
0 days 00:01:03.195000,0.13537509802,5
0 days 00:01:03.216000,0.11057509802,5
0 days 00:01:03.262000,0.10114299542,5
0 days 00:01:03.276000,0.07784299641999999,5
0 days 00:01:03.281000,0.060042996719999985,5
0 days 00:01:03.281000,0.049749660220000005,5
0 days 00:01:03.307000,0.018749661519999985,5
0 days 00:01:03.372000,0.002549661520000006,5
0 days 00:01:03.373000,-0.011150337449999999,5
0 days 00:01:03.375000,-0.017050337449999998,5
0 days 00:01:03.382000,-0.014950337550000008,5
0 days 00:01:03.427000,-0.007050337550000001,5
0 days 00:01:03.429000,0.005549662050000002,5
0 days 00:01:03.473000,-0.0011405656499999938,5
0 days 00:01:03.487000,-0.0033405656500000037,5
0 days 00:01:03.490000,-0.016210684949999995,5
0 days 00:01:03.490000,-0.02061068495,5
0 days 00:01:03.501000,-0.018410684549999997,5
0 days 00:01:03.547000,-0.02841068448999999,5
0 days 00:01:03.548000,-0.04051068449,5
0 days 00:01:03.612000,-0.05071068448999999,5
0 days 00:01:03.617000,-0.07081068399,5
0 days 00:01:03.617000,-0.08401068398999997,5
0 days 00:01:03.617000,-0.09251068388999999,5
0 days 00:01:03.646000,-0.09796504448999997,5
0 days 00:01:03.667000,-0.10484383802999998,5
0 days 00:01:03.669000,-0.11474383752999998,5
0 days 00:01:03.727000,-0.12954383742999998,5
0 days 00:01:03.732000,-0.13454383742999998,5
0 days 00:01:03.735000,-0.14084383762999997,5
0 days 00:01:03.787000,-0.17304383763,5
0 days 00:01:03.789000,-0.19754383583000001,5
0 days 00:01:03.791000,-0.18924383583000007,5
0 days 00:01:03.819000,-0.15164383583000002,5
0 days 00:01:03.820000,-0.09424383603000006,5
0 days 00:01:03.847000,-0.02864383613000003,5
0 days 00:01:03.857000,-0.021414516130000005,5
0 days 00:01:03.909000,0.008985483869999986,5
0 days 00:01:03.910000,0.054444587570000015,5
0 days 00:01:03.911000,0.07384458657,5
0 days 00:01:03.970000,0.08844458657000002,5
0 days 00:01:03.973000,0.09644458667,5
0 days 00:01:03.973000,0.09494458667,5
