timestamp,z_window,person
0 days 00:00:53.341000,0.019752111685000007,5
0 days 00:00:53.398000,0.03170051011500001,5
0 days 00:00:53.403000,0.04413894728500001,5
0 days 00:00:53.404000,0.046778881825000014,5
0 days 00:00:53.438000,0.040168149995,5
0 days 00:00:53.450000,0.039660878515000005,5
0 days 00:00:53.487000,0.032273363915000006,5
0 days 00:00:53.489000,0.025869249315000013,5
0 days 00:00:53.491000,0.023829174914999997,5
0 days 00:00:53.506000,0.022224779415000003,5
0 days 00:00:53.530000,0.017054379814999996,5
0 days 00:00:53.546000,0.00686670171500001,5
0 days 00:00:53.577000,2.2418415000001745e-05,5
0 days 00:00:53.578000,-0.0012488462849999924,5
0 days 00:00:53.638000,-0.002236945084999992,5
0 days 00:00:53.641000,0.01065590071500001,5
0 days 00:00:53.641000,0.01835480191500001,5
0 days 00:00:53.649000,0.021296677215,5
0 days 00:00:53.697000,0.022661886515000004,5
0 days 00:00:53.700000,0.024387886075000004,5
0 days 00:00:53.701000,0.023769041275,5
0 days 00:00:53.762000,0.024916972045,5
0 days 00:00:53.763000,0.024399062325,5
0 days 00:00:53.763000,0.028158917365000008,5
0 days 00:00:53.786000,0.028232964575000002,5
0 days 00:00:53.846000,0.02229901552500001,5
0 days 00:00:53.848000,0.011594269200000009,5
0 days 00:00:53.851000,0.0023738343200000143,5
0 days 00:00:53.879000,0.007418117980000014,5
0 days 00:00:53.907000,0.00629985748000002,5
0 days 00:00:53.907000,0.016743462780000017,5
0 days 00:00:53.909000,0.03770930333000002,5
0 days 00:00:53.939000,0.05332148473000001,5
0 days 00:00:53.939000,0.07110750296000001,5
0 days 00:00:53.972000,0.08425414766000001,5
0 days 00:00:54.027000,0.07280198491,5
0 days 00:00:54.032000,0.050993054310000015,5
0 days 00:00:54.045000,0.024620363610000005,5
0 days 00:00:54.047000,0.026516272060000002,5
0 days 00:00:54.089000,0.027438529760000004,5
0 days 00:00:54.089000,0.005843604260000021,5
0 days 00:00:54.094000,0.010671217060000017,5
0 days 00:00:54.147000,0.009605446560000013,5
0 days 00:00:54.151000,0.014522841860000003,5
0 days 00:00:54.155000,0.020269393060000016,5
0 days 00:00:54.175000,0.022399156950000013,5
0 days 00:00:54.178000,0.03841376995000002,5
0 days 00:00:54.236000,0.048442972400000006,5
0 days 00:00:54.239000,0.05215835693999999,5
0 days 00:00:54.243000,0.044856603659999994,5
0 days 00:00:54.248000,0.04663130561,5
0 days 00:00:54.296000,0.03554152305000001,5
0 days 00:00:54.313000,0.036217838230000014,5
0 days 00:00:54.314000,0.04674598893000001,5
0 days 00:00:54.356000,0.047147274910000016,5
0 days 00:00:54.358000,0.028116388610000004,5
0 days 00:00:54.360000,0.017874560510000016,5
0 days 00:00:54.418000,0.024774209810000006,5
0 days 00:00:54.419000,0.034611689810000006,5
0 days 00:00:54.421000,0.03735298091,5
0 days 00:00:54.458000,0.02962875791,5
0 days 00:00:54.479000,0.02613322361,5
0 days 00:00:54.490000,0.012993756610000004,5
0 days 00:00:54.492000,0.010050758810000013,5
0 days 00:00:54.545000,0.02625639361000002,5
0 days 00:00:54.545000,0.04995667461000001,5
0 days 00:00:54.548000,0.044092424050000016,5
0 days 00:00:54.575000,0.022778980750000007,5
0 days 00:00:54.654000,0.03260731885000002,5
0 days 00:00:54.710000,0.01660731885000002,5
0 days 00:00:54.716000,0.015507319050000017,5
0 days 00:00:54.719000,0.015407319050000012,5
0 days 00:00:54.727000,0.02490731885000002,5
0 days 00:00:54.727000,0.03090731885000003,5
0 days 00:00:54.729000,0.03276677625000003,5
0 days 00:00:54.735000,0.04886677625000003,5
0 days 00:00:54.754000,0.05126677605000001,5
0 days 00:00:54.758000,0.03616677708000002,5
0 days 00:00:54.865000,0.02159371284900002,5
0 days 00:00:54.982000,0.023993712849000016,5
0 days 00:00:54.983000,0.025793711849000003,5
0 days 00:00:54.986000,0.016893711849,5
0 days 00:00:54.994000,0.017593712049000003,5
0 days 00:00:54.997000,0.026735750648999995,5
0 days 00:00:55.004000,0.03143575044900001,5
0 days 00:00:55.009000,0.032535750648999995,5
0 days 00:00:55.017000,0.027635750649000004,5
0 days 00:00:55.018000,0.031735750649,5
0 days 00:00:55.026000,0.045135750649,5
0 days 00:00:55.026000,0.055935750649,5
0 days 00:00:55.029000,0.066535750649,5
0 days 00:00:55.031000,0.07783575070899999,5
0 days 00:00:55.041000,0.087935750709,5
0 days 00:00:55.057000,0.10059675070900001,5
0 days 00:00:55.057000,0.09439675070900001,5
0 days 00:00:55.083000,0.09336672960899998,5
0 days 00:00:55.083000,0.04996672960899999,5
0 days 00:00:55.104000,0.04606672960899998,5
0 days 00:00:55.135000,0.004366731608999991,5
0 days 00:00:55.138000,0.0038667312089999883,5
0 days 00:00:55.165000,0.0017667312089999965,5
0 days 00:00:55.197000,0.0022667312089999815,5
0 days 00:00:55.212000,-0.006533267790999994,5
0 days 00:00:55.259000,-0.014133267391000005,5
0 days 00:00:55.259000,-0.01463326739099999,5
0 days 00:00:55.259000,-0.011641216871000002,5
0 days 00:00:55.268000,-0.007439486870999983,5
0 days 00:00:55.286000,0.014660513129000009,5
0 days 00:00:55.348000,0.022560513129000013,5
0 days 00:00:55.348000,0.025560513129000005,5
0 days 00:00:55.364000,0.024360513629000005,5
0 days 00:00:55.407000,0.03556051362900002,5
0 days 00:00:55.408000,0.052960513229,5
0 days 00:00:55.409000,0.057260513029,5
0 days 00:00:55.469000,0.05826051292900001,5
0 days 00:00:55.470000,0.04976051292900001,5
0 days 00:00:55.474000,0.049260512929000015,5
0 days 00:00:55.480000,0.04673163742900002,5
0 days 00:00:55.534000,0.04903163742900001,5
0 days 00:00:55.577000,0.04043163746900001,5
0 days 00:00:55.578000,0.04263163736900001,5
0 days 00:00:55.578000,0.038231637399000006,5
0 days 00:00:55.617000,0.04433163739899999,5
0 days 00:00:55.617000,0.045131637399000016,5
0 days 00:00:55.620000,0.045131637399000016,5
0 days 00:00:55.623000,0.04383163739900001,5
0 days 00:00:55.647000,0.051231637398999996,5
0 days 00:00:55.654000,0.056910150199000024,5
0 days 00:00:55.676000,0.05519305849900001,5
0 days 00:00:55.680000,0.05929305849900001,5
0 days 00:00:55.737000,0.048793058498999994,5
0 days 00:00:55.737000,0.026193058499000003,5
0 days 00:00:55.741000,0.006993058498999996,5
0 days 00:00:55.798000,-0.011606941500999994,5
0 days 00:00:55.799000,-0.021306941200999997,5
0 days 00:00:55.820000,-0.009206941201,5
0 days 00:00:55.856000,0.005093057798999998,5
0 days 00:00:55.857000,0.021993056899000007,5
0 days 00:00:55.865000,0.021038369099000004,5
0 days 00:00:55.885000,0.015438369399000007,5
0 days 00:00:55.888000,0.037238368299000006,5
0 days 00:00:55.915000,0.034238368099,5
0 days 00:00:55.946000,0.035338368099000005,5
0 days 00:00:55.952000,0.033438368099,5
0 days 00:00:56.014000,0.02543836809899999,5
0 days 00:00:56.036000,0.02223836815899999,5
0 days 00:00:56.046000,0.0009383683589999975,5
0 days 00:00:56.079000,-0.010161631341000005,5
0 days 00:00:56.084000,-0.018461631141000003,5
0 days 00:00:56.086000,-0.013561631341000004,5
0 days 00:00:56.097000,-0.014220855181000008,5
0 days 00:00:56.110000,-0.005404067781,5
0 days 00:00:56.126000,-0.0039040677810000014,5
0 days 00:00:56.127000,-0.011904067781000003,5
0 days 00:00:56.161000,-0.010204067781,5
0 days 00:00:56.248000,0.0003019642190000049,5
0 days 00:00:56.355000,0.008801963819000003,5
0 days 00:00:56.356000,0.009501963919000003,5
0 days 00:00:56.366000,0.012601963919000007,5
0 days 00:00:56.369000,0.01720196371900001,5
0 days 00:00:56.373000,0.02280196361900001,5
0 days 00:00:56.380000,0.019172012319000006,5
0 days 00:00:56.393000,0.029172012419000005,5
0 days 00:00:56.393000,0.026172012419000006,5
0 days 00:00:56.408000,0.005972012619000002,5
0 days 00:00:56.414000,-0.014627987350999995,5
0 days 00:00:56.425000,-0.004027987550999994,5
0 days 00:00:56.430000,0.019972011449,5
0 days 00:00:56.433000,0.012043673448999996,5
0 days 00:00:56.439000,0.031543672949,5
0 days 00:00:56.459000,0.030543672849,5
0 days 00:00:56.461000,0.033129106649,5
0 days 00:00:56.486000,0.03302910684899999,5
0 days 00:00:56.486000,0.04762910684899999,5
0 days 00:00:56.515000,0.039029107049,5
0 days 00:00:56.546000,0.024729107049,5
0 days 00:00:56.547000,0.016929107248999996,5
0 days 00:00:56.606000,0.017229107219,5
0 days 00:00:56.609000,0.011302172449999998,5
0 days 00:00:56.610000,-0.0030978275499999896,5
0 days 00:00:56.669000,-0.014497826549999995,5
0 days 00:00:56.671000,-0.01889782655,5
0 days 00:00:56.671000,-0.024597826549999993,5
0 days 00:00:56.671000,-0.02621758274999999,5
0 days 00:00:56.728000,-0.03311758274999999,5
0 days 00:00:56.731000,-0.04191758295,5
0 days 00:00:56.735000,-0.05891758294999999,5
0 days 00:00:56.789000,-0.052817582950000004,5
0 days 00:00:56.791000,-0.04461758294999999,5
0 days 00:00:56.792000,-0.05871758194999999,5
0 days 00:00:56.817000,-0.06061758185,5
0 days 00:00:56.847000,-0.07921758090999999,5
0 days 00:00:56.847000,-0.12411758091,5
0 days 00:00:56.877000,-0.12777858091,5
0 days 00:00:56.883000,-0.12182737650999996,5
0 days 00:00:56.909000,-0.14102737651,5
0 days 00:00:56.914000,-0.14692737651,5
0 days 00:00:56.938000,-0.12772737751,5
0 days 00:00:56.999000,-0.10542737851000002,5
0 days 00:00:57.001000,-0.07832737851,5
0 days 00:00:57.004000,-0.05742737851000001,5
0 days 00:00:57.056000,-0.059326326510000006,5
0 days 00:00:57.059000,-0.010626326510000004,5
0 days 00:00:57.059000,0.05517367309000001,5
0 days 00:00:57.060000,0.11207367309,5
0 days 00:00:57.116000,0.10527367309,5
0 days 00:00:57.120000,0.09387194308999999,5
0 days 00:00:57.120000,0.08527194299,5
0 days 00:00:57.179000,0.05737194298999998,5
0 days 00:00:57.179000,0.046971942989999994,5
0 days 00:00:57.183000,0.04317194248999998,5
0 days 00:00:57.238000,0.05987194248999999,5
0 days 00:00:57.243000,0.049771942929999965,5
0 days 00:00:57.244000,0.04027194333,5
0 days 00:00:57.267000,0.05089329022999998,5
0 days 00:00:57.297000,0.039093290229999994,5
0 days 00:00:57.299000,0.034193290229999986,5
0 days 00:00:57.301000,0.062210825930000005,5
0 days 00:00:57.325000,0.028510827929999993,5
0 days 00:00:57.328000,0.06801082593,5
0 days 00:00:57.358000,0.05641082593000001,5
0 days 00:00:57.417000,0.056210825930000013,5
0 days 00:00:57.421000,0.04881082593,5
0 days 00:00:57.426000,0.028110825930000017,5
0 days 00:00:57.477000,0.022810825929999997,5
0 days 00:00:57.478000,0.020110825930000003,5
0 days 00:00:57.479000,0.016210825929999995,5
0 days 00:00:57.479000,0.028032197130000016,5
0 days 00:00:57.538000,0.019632197129999994,5
0 days 00:00:57.539000,0.015332197130000003,5
0 days 00:00:57.540000,0.0035321971300000033,5
0 days 00:00:57.598000,0.016632197130000016,5
0 days 00:00:57.599000,0.01923219716000002,5
0 days 00:00:57.600000,0.009932197660000011,5
0 days 00:00:57.652000,0.0060650706600000074,5
0 days 00:00:57.657000,0.021865069660000003,5
0 days 00:00:57.659000,0.02616506966000002,5
0 days 00:00:57.660000,0.030365069360000017,5
0 days 00:00:57.721000,0.03069485636000001,5
0 days 00:00:57.722000,0.03679485636000001,5
0 days 00:00:57.722000,0.06429485646000002,5
0 days 00:00:57.781000,0.055894856660000006,5
0 days 00:00:57.782000,0.05159485666000001,5
0 days 00:00:57.783000,0.049794856560000024,5
0 days 00:00:57.838000,0.047094856560000016,5
0 days 00:00:57.840000,0.07479485656000001,5
0 days 00:00:57.841000,0.08139485636000002,5
0 days 00:00:57.862000,0.07860949236000002,5
0 days 00:00:57.896000,0.07540949216,5
0 days 00:00:57.898000,0.057009492059999986,5
0 days 00:00:57.900000,0.05540949209999999,5
0 days 00:00:57.927000,0.05339270470000001,5
0 days 00:00:57.955000,0.05089270470000001,5
0 days 00:00:57.956000,0.056492704700000014,5
0 days 00:00:57.986000,0.050592704900000014,5
0 days 00:00:57.991000,0.05208667310000003,5
0 days 00:00:58.015000,0.052686673100000025,5
0 days 00:00:58.047000,0.05518667310000002,5
0 days 00:00:58.055000,0.06628667310000003,5
0 days 00:00:58.074000,0.05975492160000002,5
0 days 00:00:58.106000,0.061354921700000016,5
0 days 00:00:58.107000,0.053054921700000014,5
0 days 00:00:58.110000,0.047954921600000026,5
0 days 00:00:58.137000,0.041354922100000004,5
0 days 00:00:58.202000,0.03825492190000001,5
0 days 00:00:58.204000,0.03395492187000001,5
0 days 00:00:58.207000,0.019854922070000013,5
0 days 00:00:58.247000,0.014988146370000016,5
0 days 00:00:58.258000,0.001288146370000014,5
0 days 00:00:58.260000,-0.015011853129999997,5
0 days 00:00:58.262000,-0.02221185303,5
0 days 00:00:58.287000,-0.01729728682999998,5
0 days 00:00:58.319000,-0.014897286829999992,5
0 days 00:00:58.319000,-0.006597286829999973,5
0 days 00:00:58.346000,-0.01999728602999999,5
0 days 00:00:58.415000,-0.010297286029999974,5
0 days 00:00:58.417000,-0.004897286029999987,5
0 days 00:00:58.427000,0.00220271397000003,5
0 days 00:00:58.429000,0.013202713969999986,5
0 days 00:00:58.458000,0.026409541370000008,5
0 days 00:00:58.467000,0.024009541369999995,5
0 days 00:00:58.468000,0.02440954137,5
0 days 00:00:58.499000,0.03730954136999997,5
0 days 00:00:58.499000,0.06482929796999999,5
0 days 00:00:58.529000,0.10242929597,5
0 days 00:00:58.596000,0.12312929557000002,5
0 days 00:00:58.598000,0.14322929556999997,5
0 days 00:00:58.600000,0.13922929557000005,5
0 days 00:00:58.605000,0.13242929567000009,5
0 days 00:00:58.647000,0.14302929467000006,5
0 days 00:00:58.647000,0.14202929457000008,5
0 days 00:00:58.669000,0.16215003246999998,5
0 days 00:00:58.678000,0.19235003347,5
0 days 00:00:58.682000,0.19325003347,5
0 days 00:00:58.707000,0.18069882907000004,5
0 days 00:00:58.738000,0.19469882907000002,5
0 days 00:00:58.740000,0.19589882907,5
0 days 00:00:58.765000,0.17649883012999998,5
0 days 00:00:58.827000,0.16129883102999998,5
0 days 00:00:58.828000,0.13929883103000001,5
0 days 00:00:58.830000,0.11339883103000002,5
0 days 00:00:58.844000,0.10258901118,5
0 days 00:00:58.888000,0.045689011179999975,5
0 days 00:00:58.888000,-0.02511098881999999,5
0 days 00:00:58.890000,-0.07741098881999998,5
0 days 00:00:58.914000,-0.08081098881999998,5
0 days 00:00:58.916000,-0.07291098882,5
0 days 00:00:58.945000,-0.07651098872,5
0 days 00:00:58.975000,-0.03901098871999999,5
0 days 00:00:58.977000,-0.008910988719999999,5
0 days 00:00:59.006000,0.013189010980000013,5
0 days 00:00:59.037000,-0.014610989020000012,5
0 days 00:00:59.039000,-0.020610989060000015,5
0 days 00:00:59.054000,-0.013044377210000003,5
0 days 00:00:59.099000,0.022734275789999994,5
0 days 00:00:59.105000,0.08803427578999999,5
0 days 00:00:59.107000,0.13163427579,5
0 days 00:00:59.161000,0.12233427578999997,5
0 days 00:00:59.161000,0.15183427378999997,5
0 days 00:00:59.167000,0.12093427575,5
0 days 00:00:59.217000,0.13123427575000002,5
0 days 00:00:59.218000,0.11513427574999997,5
0 days 00:00:59.220000,0.10963427615,5
0 days 00:00:59.246000,0.10723427615000002,5
0 days 00:00:59.265000,0.11233004422000002,5
0 days 00:00:59.278000,0.10933004422000002,5
0 days 00:00:59.279000,0.10123004422000002,5
0 days 00:00:59.308000,0.08183016022,5
0 days 00:00:59.337000,0.07563016022,5
0 days 00:00:59.338000,0.06513016022000002,5
0 days 00:00:59.366000,0.06623016022000001,5
0 days 00:00:59.398000,0.04853016022,5
0 days 00:00:59.400000,0.04833016019,5
0 days 00:00:59.427000,0.06043015969,5
0 days 00:00:59.477000,0.06908968799000002,5
